Count Page View,Count Search,Count Requests,Count Orders,Count Session Id,Total Order Value In Euro,Monetize Amount
0.10768586971683637,0.3330106485963214,0.08544303797468354,0.06557377049180328,0.22891566265060243,0.02052676476860738,1.0
0.0005579578741804993,0.0,0.04113924050632911,0.0,0.0034423407917383822,0.0,0.8403361344537815
0.004742641930534245,0.000968054211035818,0.0379746835443038,1.0,0.024096385542168676,1.0,0.0
0.05370344538987306,0.0755082284607938,0.03164556962025317,0.01639344262295082,0.18072289156626506,0.0,0.6417112299465241
1.0,0.9138431752178122,0.6613924050632911,0.01639344262295082,0.8382099827882961,0.007647552783109405,0.0
0.054679871669688934,0.05033881897386254,0.10443037974683544,0.06557377049180328,0.13253012048192772,0.0074976007677543186,0.5454545454545454
0.20937369228623237,0.6873184898354308,0.17088607594936708,0.0819672131147541,0.4853700516351119,0.004518287481339305,0.3598654161858167
0.07950899707072116,0.12681510164569215,0.05063291139240506,0.11475409836065574,0.22375215146299485,0.040853646833013436,0.4583651642475172
0.41581810573301714,0.4675701839303001,0.6930379746835443,0.0,1.0,0.0,0.0
0.029292788394476216,0.0,0.31645569620253167,0.7868852459016393,0.039586919104991396,0.0545051487857219,0.0
0.10252475938066676,0.19457889641819942,1.0,0.0,0.07401032702237521,0.0,0.0
0.1841260984795648,0.24007744433688288,0.310126582278481,0.42622950819672134,0.5025817555938038,0.17293268820644062,0.0
0.05677221369786581,0.06679574056147145,0.056962025316455694,0.09836065573770492,0.14457831325301204,0.05674184261036468,0.38057776302010166
0.10364067512902775,0.06098741529525654,0.3037974683544304,0.5081967213114754,0.1927710843373494,0.11539206653870762,0.0
0.04366020365462407,0.05808325266214908,0.8607594936708861,0.0,0.060240963855421686,0.0,0.0
0.05621425582368531,0.04356243949661181,0.6993670886075949,0.03278688524590164,0.0757314974182444,0.0,0.0
0.07950899707072116,0.12681510164569215,0.05063291139240506,0.11475409836065574,0.22375215146299485,0.040853646833013436,0.2291825821237586
0.8513042265308969,0.15682478218780252,0.30696202531645567,0.01639344262295082,0.6919104991394148,0.004811793559394327,0.0
0.050774166550425444,0.05227492739593417,0.2120253164556962,0.3770491803278689,0.13253012048192772,0.0077153444231179355,0.0
0.2236016180778351,0.28170377541142305,0.18987341772151897,0.0819672131147541,0.6247848537005164,0.07394033909149073,0.0
0.06304923978239643,0.023233301064859633,0.23734177215189872,0.22950819672131148,0.12220309810671257,0.11750054162667946,0.0
0.11954247454317199,0.3291384317521781,0.3512658227848101,0.03278688524590164,0.25989672977624784,0.0069644380464917895,0.0
0.24075882270888546,0.4559535333978703,0.2721518987341772,0.0,0.26506024096385544,0.0,0.0
0.08299623378434928,0.3059051306873185,0.1518987341772152,0.09836065573770492,0.3700516351118761,0.1329200655790147,0.0
0.19807504533407727,0.17812197483059053,0.22784810126582278,0.04918032786885246,0.2753872633390706,0.1293426103646833,0.0
0.12651694797042823,0.12003872216844144,0.21518987341772153,0.14754098360655737,0.29604130808950085,1.0656589891234805e-05,0.0
0.0887153019946994,0.2526621490803485,0.36075949367088606,0.01639344262295082,0.11531841652323581,0.0038840792766314776,0.0
0.14702189984656158,0.2894482090997096,0.18670886075949367,0.09836065573770492,0.2082616179001721,0.09374333546598422,0.0
0.21844050774166549,0.5111326234269119,0.24050632911392406,0.0,0.2547332185886403,0.0,0.0
0.2932068628818524,0.10648596321393998,0.12658227848101267,0.03278688524590164,0.6540447504302926,0.04291126839411388,0.0
0.48863160831357233,1.0,0.0,0.0,0.270223752151463,0.0,0.0
0.16083135723252895,0.25459825750242016,0.24367088607594936,0.03278688524590164,0.22891566265060243,4.6651738110471314e-05,0.0
0.00013948946854512484,0.0,0.00949367088607595,0.22950819672131148,0.0017211703958691911,0.39568671358498614,0.0
0.6523922443855489,0.564375605033882,0.0,0.0,0.4853700516351119,0.0,0.0
0.22290417073510949,0.17328170377541144,0.12025316455696203,0.0,0.8244406196213425,0.0,0.0
0.1683637885339657,0.1868344627299129,0.18037974683544303,0.03278688524590164,0.4750430292598967,0.005118362124120281,0.0
0.2325289440647231,0.26621490803485,0.20569620253164556,0.0,0.29948364888123924,0.0,0.0
0.3003208257776538,0.2671829622458858,0.06962025316455696,0.03278688524590164,0.5352839931153184,0.03653046611750906,0.0
0.005579578741804993,0.006776379477250726,0.04746835443037974,0.21311475409836067,0.03098106712564544,0.22326188952868414,0.0
0.7628679034732877,0.25459825750242016,0.0,0.0,0.49741824440619625,0.0,0.0
0.0015343841539963731,0.008712487899322363,0.18354430379746836,0.18032786885245902,0.0051635111876075735,0.00024783744668372787,0.0
0.024829125401032222,0.24104549854791868,0.22784810126582278,0.01639344262295082,0.16351118760757316,0.030390275111964172,0.0
0.5077416655042544,0.14327202323330107,0.06645569620253164,0.0,0.5283993115318417,0.0,0.0
0.004184684056353745,0.008712487899322363,0.07278481012658228,0.27868852459016397,0.012048192771084338,9.996801023672424e-05,0.0
0.1320965267122332,0.14811229428848016,0.08544303797468354,0.09836065573770492,0.32358003442340794,0.0006772544352473875,0.0
0.07490584460873204,0.12197483059051308,0.2721518987341772,0.0,0.04302925989672978,0.0,0.0
0.045752545682800946,0.21781219748305905,0.11075949367088607,0.13114754098360656,0.0963855421686747,0.0,0.0
