Company Name,Company id,Count Page View,Count Search,Count Requests,Count Orders,Count Session Id,Total Order Value In Euro,Monetize Amount,Final Points
FG GROUP,33944,0.000976426,0.003872217,0,0,0.006884682,0,0,0.586666235
Akasel A/S,23385,0.000976426,0.003872217,0,0,0.006884682,0,0,0.586666235
Biochemielab srl,23793,0.000976426,0.003872217,0,0,0.006884682,0,0,0.586666235
Triskle Group,33533,0.003208258,0.006776379,0,0,0.00172117,0,0,0.585290382
Over Eloxal GmbH,33456,0.0026503,0.003872217,0,0,0.005163511,0,0,0.584301397
KNP ENDUSTRIYEL URUNLERI LIMITED SIRKETI,14922,0.00781141,0.003872217,0,0,0,0,0,0.584181354
MYD ENDÜSTRİYEL KİMYEVİ MAD.SAN.TİC.LTD.ŞTİ.,29908,0.001673874,0.004840271,0,0,0.005163511,0,0,0.583882793
Kaltex,24711,0.001115916,0.001936108,0,0,0.008605852,0,0,0.582893807
Inov8 Systems,25261,0.001115916,0.001936108,0,0,0.008605852,0,0,0.582893807
NANOMATERIALS LS,16772,0.000976426,0.010648596,0,0,0,0,0,0.58125113
Orapi Applied Ltd,25178,0.001394895,0.006776379,0,0,0.003442341,0,0,0.580680748
Golden Groud Company,34854,0.002789789,0.001936108,0,0,0.006884682,0,0,0.580528969
Eczacıbaşı - VitrA,31994,0.001813363,0.002904163,0,0,0.006884682,0,0,0.580110365
Hybster,33863,0.001813363,0.002904163,0,0,0.006884682,0,0,0.580110365
"H. Mendes, Lda",25937,0.001813363,0.002904163,0,0,0.006884682,0,0,0.580110365
SenzaMa Baffoni Massimigliano,32207,0.001255405,0,0,0,0.010327022,0,0,0.57912138
Geiser Pharma,22638,0.001115916,0.008712488,0,0,0.00172117,0,0,0.577478702
BRIDGEXIM IND SRL,9125,0.001115916,0.008712488,0,0,0.00172117,0,0,0.577478702
Exagon costruzioni e servizi Srl,21716,0.001115916,0.008712488,0,0,0.00172117,0,0,0.577478702
Nigpa AŞ,23244,0.001534384,0.004840271,0,0,0.005163511,0,0,0.57690832
Origen Hispania S.L.,32581,0.001534384,0.004840271,0,0,0.005163511,0,0,0.57690832
SUPERMAX HEALTHCARE LIMITED,22243,0.000557958,0.005808325,0,0,0.005163511,0,0,0.576489716
NEOS SERVICE S.R.L.,20731,0.000557958,0.005808325,0,0,0.005163511,0,0,0.576489716
Ozone Tech Systems OTS AB,12851,0.001952853,0.000968054,0,0,0.008605852,0,0,0.576337938
Ditta Torrigiani,31869,0.000976426,0.001936108,0,0,0.008605852,0,0,0.575919334
KELTECH ENERGIES LIMITED,34458,0.000976426,0.001936108,0,0,0.008605852,0,0,0.575919334
Cosz Cosmetics UK Ltd,31702,0.000976426,0.001936108,0,0,0.008605852,0,0,0.575919334
SI Group Switzerland GmbH,30615,0.000976426,0.001936108,0,0,0.008605852,0,0,0.575919334
Accord Life Spec Pvt Ltd,18586,0.001813363,0.009680542,0,0,0,0,0,0.57469526
Abbey Chemicals,18479,0.000836937,0.010648596,0,0,0,0,0,0.574276657
EDENROCK TRADING,18392,0.000836937,0.010648596,0,0,0,0,0,0.574276657
CIA Arista Ltd.,33344,0.002231831,0.005808325,0,0,0.003442341,0,0,0.574124878
CROMWELL SP.ZO.O,23089,0.002231831,0.005808325,0,0,0.003442341,0,0,0.574124878
Itaca SAU,1593,0.001673874,0.002904163,0,0,0.006884682,0,0,0.573135892
M Squared Lasers Ltd,35692,0.001673874,0.002904163,0,0,0.006884682,0,0,0.573135892
Creonia Cells GmbH,25712,0.001115916,0,0,0,0.010327022,0,0,0.572146906
Chemcon Speciality Chemicals Ltd.,946,0.003347747,0.002904163,0,0,0.005163511,0,0,0.570771053
LINTEC SRL,19115,0.000976426,0.008712488,0,0,0.00172117,0,0,0.570504229
ppg<flexofilm GmbH,33144,0.001394895,0.004840271,0,0,0.005163511,0,0,0.569933846
Frescolori.de GmbH,25429,0.001394895,0.004840271,0,0,0.005163511,0,0,0.569933846
ILE MEDICAL SRL,22319,0.000836937,0.001936108,0,0,0.008605852,0,0,0.568944861
Balsamerie Kellerwald UG,29257,0.003068768,0.004840271,0,0,0.003442341,0,0,0.567569008
ECOLIA RECYCLING SOLUTIONS Srl,22613,0.003068768,0.004840271,0,0,0.003442341,0,0,0.567569008
VENI Ltd,30648,0.004463663,0,0,0,0.006884682,0,0,0.567417229
Plimon Global slu,21921,0.001115916,0.006776379,0,0,0.003442341,0,0,0.566731801
Captagel Pharma GmbH,23131,0.001534384,0.002904163,0,0,0.006884682,0,0,0.566161419
H.B. Fuller Deutschland Produktions GmbH,21540,0.000557958,0.003872217,0,0,0.006884682,0,0,0.565742815
MITOL d.o.o.,7130,0.001673874,0.000968054,0,0,0.008605852,0,0,0.562388991
MGF srl,22295,0.000697447,0.001936108,0,0,0.008605852,0,0,0.561970387
Beiermeister Gmbh Hydrokulturen,731,0.004324174,0,0,0,0.006884682,0,0,0.560442755
aura solar,29810,0.001952853,0.005808325,0,0,0.003442341,0,0,0.560175931
laboratoire French Bio,28589,0.003347747,0.000968054,0,0,0.006884682,0,0,0.560024152
FALCONEX SAS,34274,0.000976426,0.006776379,0,0,0.003442341,0,0,0.559757327
Advanced Polymerics inc.,27497,0.002371321,0.001936108,0,0,0.006884682,0,0,0.559605549
Blue Ocean Oil Supply (Pty) Ltd,33498,0.000836937,0,0,0,0.010327022,0,0,0.558197959
ENOLOGICA VASON SPA,31768,0.0026503,0.006776379,0,0,0.00172117,0,0,0.557392489
MADAR Corporation,4429,0.000697447,0.008712488,0,0,0.00172117,0,0,0.556555282
OIMO,22195,0.000697447,0.008712488,0,0,0.00172117,0,0,0.556555282
Lanxess Deutschland Gmbh,543,0.001115916,0.004840271,0,0,0.005163511,0,0,0.5559849
Scindo Ltd,34801,0.001115916,0.004840271,0,0,0.005163511,0,0,0.5559849
Munster coving ltd,18992,0.001394895,0.009680542,0,0,0,0,0,0.55377184
Egrokorr Zrt,35352,0.001813363,0.005808325,0,0,0.003442341,0,0,0.553201457
Zanolo spa,414,0.001813363,0.005808325,0,0,0.003442341,0,0,0.553201457
Telux Glasproducts & Components GmbH,33644,0.001813363,0.005808325,0,0,0.003442341,0,0,0.553201457
Decora,30964,0.001813363,0.005808325,0,0,0.003442341,0,0,0.553201457
GaeaStar GmbH,34944,0.001813363,0.005808325,0,0,0.003442341,0,0,0.553201457
Botiquin Sans,23813,0.000836937,0.006776379,0,0,0.003442341,0,0,0.552782854
Ecoxtinguish BV,32495,0.001255405,0.002904163,0,0,0.006884682,0,0,0.552212472
Nógrádi Vegyipari Zrt.,24797,0.001255405,0.002904163,0,0,0.006884682,0,0,0.552212472
"Obviatradicao, LDA",30113,0.001255405,0.002904163,0,0,0.006884682,0,0,0.552212472
Gospodarstwo Rolne Szymon Piasecki,30963,0.003905705,0.001936108,0,0,0.005163511,0,0,0.550266236
Meditecno,30248,0.001952853,0.003872217,0,0,0.005163511,0,0,0.54942903
Agriturismo Il Pintello,34033,0.001952853,0.003872217,0,0,0.005163511,0,0,0.54942903
TECNO CLEAN,35964,0.000976426,0.004840271,0,0,0.005163511,0,0,0.549010426
Arctic Coating AS,17930,0.001255405,0.009680542,0,0,0,0,0,0.546797366
National Metal and Materials Technology Center,32107,0.001673874,0.005808325,0,0,0.003442341,0,0,0.546226984
ECHO INTERNATIONAL INDUSTRY S.R.L.,24126,0.001673874,0.005808325,0,0,0.003442341,0,0,0.546226984
Epoxytecnica Srl,21271,0.000697447,0.006776379,0,0,0.003442341,0,0,0.545808381
MicroCare UK Ltd,27406,0.001115916,0.002904163,0,0,0.006884682,0,0,0.545237998
puresa,28699,0.001115916,0.002904163,0,0,0.006884682,0,0,0.545237998
Life Scientific Ltd,33912,0.001115916,0.002904163,0,0,0.006884682,0,0,0.545237998
HA-FE GRUP LTD ŞTİ,25378,0.001115916,0.002904163,0,0,0.006884682,0,0,0.545237998
Qybic s.r.o.,32411,0.002789789,0.002904163,0,0,0.005163511,0,0,0.54287316
SCHUETTEC,32110,0.001813363,0.003872217,0,0,0.005163511,0,0,0.542454556
LUX-S LLC,21603,0.000836937,0.004840271,0,0,0.005163511,0,0,0.542035953
MONTFRIO ltda,32556,0.001255405,0.000968054,0,0,0.008605852,0,0,0.54146557
Credicom s.r.l.,19449,0.001115916,0.009680542,0,0,0,0,0,0.539822893
"Venvirotech Biotechnology, s.l.",34235,0.00251081,0.004840271,0,0,0.003442341,0,0,0.539671114
Edgetech Europe GmbH,23669,0.00251081,0.004840271,0,0,0.003442341,0,0,0.539671114
Malantis GmbH,34739,0.001534384,0.005808325,0,0,0.003442341,0,0,0.539252511
Tinland Intertrans Kft.,35480,0.001534384,0.005808325,0,0,0.003442341,0,0,0.539252511
Kronospan Riga SIA,30403,0.001534384,0.005808325,0,0,0.003442341,0,0,0.539252511
Pulcra Chemicals Gmbh,735,0.000557958,0.006776379,0,0,0.003442341,0,0,0.538833907
POLIMEROS SRL,22028,0.000557958,0.006776379,0,0,0.003442341,0,0,0.538833907
SERIKOR SRL,28544,0.001952853,0.001936108,0,0,0.006884682,0,0,0.538682128
Carl Alois Walde KG,34091,0.000976426,0.002904163,0,0,0.006884682,0,0,0.538263525
Applied Chemistries Inc,34808,0.000976426,0.002904163,0,0,0.006884682,0,0,0.538263525
ASELSAN Hassas Optik San ve Tic A.Ş.,34343,0.000976426,0.002904163,0,0,0.006884682,0,0,0.538263525
BIOPOL paints s.r.o.,17482,0.001255405,0.007744434,0,0,0.00172117,0,0,0.536050465
Przedsiębiorstwo Usługowo Handlowe Dentex Sp. Z o.o.,29304,0.001673874,0.003872217,0,0,0.005163511,0,0,0.535480083
Güsol GmbH,33670,0.001673874,0.003872217,0,0,0.005163511,0,0,0.535480083
DND Biotech,15713,0.000697447,0.004840271,0,0,0.005163511,0,0,0.535061479
Duvol LLC,22826,0.001115916,0.000968054,0,0,0.008605852,0,0,0.534491097
Belden Inc,33515,0.001115916,0.000968054,0,0,0.008605852,0,0,0.534491097
NIF Natural Industrial Food & Essence Production GmbH,32003,0.001115916,0.000968054,0,0,0.008605852,0,0,0.534491097
Eurofoam Polska Sp. z o.o.,31305,0.001115916,0.000968054,0,0,0.008605852,0,0,0.534491097
Coreth Kunststoffverarbeitungs GmbH,28621,0.001115916,0.000968054,0,0,0.008605852,0,0,0.534491097
HEMEL BOYA VE KIMYA SAN. A.S.,33362,0.004324174,0.002904163,0,0,0.003442341,0,0,0.533533847
Lubsolutions Benelux B.V.,18963,0.001952853,0.008712488,0,0,0,0,0,0.533267023
"Trading  House  ""Terra Plus"" holding UKRLANDFARMING",33799,0.001394895,0.005808325,0,0,0.003442341,0,0,0.532278037
A-Resins,25849,0.001394895,0.005808325,0,0,0.003442341,0,0,0.532278037
Advanced Organic Materials Valencia SA,26149,0.001394895,0.005808325,0,0,0.003442341,0,0,0.532278037
Duchev OOD,34790,0.002789789,0.000968054,0,0,0.006884682,0,0,0.532126258
"Annabis, s.r.o.",24070,0.002789789,0.000968054,0,0,0.006884682,0,0,0.532126258
Baymineral,12817,0.000418468,0.006776379,0,0,0.003442341,0,0,0.531859434
D&D Detailing,24131,0.000836937,0.002904163,0,0,0.006884682,0,0,0.531289051
Medcem GmbH,22070,0.000836937,0.002904163,0,0,0.006884682,0,0,0.531289051
INNOSPEC LEUNA GMBH,24565,0.000836937,0.002904163,0,0,0.006884682,0,0,0.531289051
BRYBIN GmbH,12217,0.002092342,0.006776379,0,0,0.00172117,0,0,0.529494595
Shampora Srl,35118,0.001115916,0.007744434,0,0,0.00172117,0,0,0.529075992
BM SRL,21836,0.001115916,0.007744434,0,0,0.00172117,0,0,0.529075992
Dream Flower Parfum s.r.l.,238,0.001115916,0.007744434,0,0,0.00172117,0,0,0.529075992
anybrand cosmetic,29474,0.001534384,0.003872217,0,0,0.005163511,0,0,0.528505609
chemX LPE SRL,20224,0.000557958,0.004840271,0,0,0.005163511,0,0,0.528087006
Luton Engineering Services,27952,0.001952853,0,0,0,0.008605852,0,0,0.527935227
Buko,25504,0.000976426,0.000968054,0,0,0.008605852,0,0,0.527516624
Aspec Environmental,35596,0.000976426,0.000968054,0,0,0.008605852,0,0,0.527516624
Treatment 4 Water Ltd,27891,0.000976426,0.000968054,0,0,0.008605852,0,0,0.527516624
BIONIKA Medline Kft,29590,0.000976426,0.000968054,0,0,0.008605852,0,0,0.527516624
Jagbhalla Enterprises,22382,0.000976426,0.000968054,0,0,0.008605852,0,0,0.527516624
BODEGAS BOCOPA. COOP.V.,19633,0.002789789,0.007744434,0,0,0,0,0,0.526711153
BETTON YAPİ,30933,0.003208258,0.003872217,0,0,0.003442341,0,0,0.526140771
KZWM Ogniochron S.A.,18138,0.000836937,0.009680542,0,0,0,0,0,0.525873946
INDUMARSAN S.L.,22854,0.001255405,0.005808325,0,0,0.003442341,0,0,0.525303564
DIOCHEM DIORELIS ATHANASIOS,1710,0.001255405,0.005808325,0,0,0.003442341,0,0,0.525303564
Sulzer Chemtech Ltd,25081,0.001673874,0.001936108,0,0,0.006884682,0,0,0.524733181
RESIDUAL BARRIER TECHNOLOGY LTD,6907,0.001394895,0.003872217,0,0,0.005163511,0,0,0.521531136
Nueso Group,33340,0.001394895,0.003872217,0,0,0.005163511,0,0,0.521531136
Global fair trade j.d.o.o,31025,0.001394895,0.003872217,0,0,0.005163511,0,0,0.521531136
ZWI GmbH,9564,0.000418468,0.004840271,0,0,0.005163511,0,0,0.521112532
Wescom Signal & Rescue Germany GmbH,24075,0.000836937,0.000968054,0,0,0.008605852,0,0,0.52054215
FlavoLogic GmbH,26156,0.000836937,0.000968054,0,0,0.008605852,0,0,0.52054215
BIOSERVIZI SRLS,34594,0.000836937,0.000968054,0,0,0.008605852,0,0,0.52054215
Industry-Trade Europa Adrian Adamowski,19005,0.000697447,0.009680542,0,0,0,0,0,0.518899473
SAVUNMAN STARCH PRODUCE LTD. ŞTİ.,34794,0.002092342,0.004840271,0,0,0.003442341,0,0,0.518747694
GUNATIT CHEMICALS,33807,0.002092342,0.004840271,0,0,0.003442341,0,0,0.518747694
ICMOL,30088,0.002092342,0.004840271,0,0,0.003442341,0,0,0.518747694
LENK Paper GmbH,29602,0.00251081,0.000968054,0,0,0.006884682,0,0,0.518177311
Eumar Santehnika OÜ,30913,0.001534384,0.001936108,0,0,0.006884682,0,0,0.517758708
Co.lori srl,31569,0.001534384,0.001936108,0,0,0.006884682,0,0,0.517758708
Unimpex Bratislava sro,20959,0.000836937,0.007744434,0,0,0.00172117,0,0,0.515127045
BCG Digital Ventures,31203,0.001673874,0,0,0,0.008605852,0,0,0.51398628
Mustang Nutrition Technology,25451,0.000697447,0.000968054,0,0,0.008605852,0,0,0.513567677
Bioglan AB,34365,0.001952853,0.004840271,0,0,0.003442341,0,0,0.51177322
Inverfinca Hellas,32415,0.003347747,0,0,0,0.006884682,0,0,0.511621441
PINK GmbH Thermosysteme,22261,0.000976426,0.005808325,0,0,0.003442341,0,0,0.511354617
VSY BIOTECHNOLOGY,25153,0.000976426,0.005808325,0,0,0.003442341,0,0,0.511354617
Auralix d.o.o.,33291,0.002371321,0.000968054,0,0,0.006884682,0,0,0.511202838
"National Institute of Oncology, Centre of Radiotherapy",34048,0.001394895,0.001936108,0,0,0.006884682,0,0,0.510784235
WiBOTec-Surfaces GmbH & Co.KG,33305,0.001394895,0.001936108,0,0,0.006884682,0,0,0.510784235
Polychromal bv,32614,0.001394895,0.001936108,0,0,0.006884682,0,0,0.510784235
"AURORA FLAME Co., Ltd.",2759,0.001394895,0.001936108,0,0,0.006884682,0,0,0.510784235
Overall Hygiene Ltd,19611,0.001673874,0.006776379,0,0,0.00172117,0,0,0.508571175
Manor Trade Development Corp.,36168,0.000697447,0.007744434,0,0,0.00172117,0,0,0.508152571
Duurzaam Vesta BV,30873,0.002092342,0.002904163,0,0,0.005163511,0,0,0.508000792
VPR AROMATICS & CHEMICALS,2054,0.004324174,0.005808325,0,0,0,0,0,0.50662494
"Boehringer Ingelheim Pharmaceuticals, Inc.",18711,0.003347747,0.006776379,0,0,0,0,0,0.506206336
Halima Chemicals,17600,0.000418468,0.009680542,0,0,0,0,0,0.504950526
Klema Dentalprodukte GmbH,29002,0.000836937,0.005808325,0,0,0.003442341,0,0,0.504380143
Agrosom GmbH,28289,0.001255405,0.001936108,0,0,0.006884682,0,0,0.503809761
Epoxy Studio,30716,0.001255405,0.001936108,0,0,0.006884682,0,0,0.503809761
ESC Global Ltd,24400,0.001255405,0.001936108,0,0,0.006884682,0,0,0.503809761
Fildan GmbH,29248,0.001255405,0.001936108,0,0,0.006884682,0,0,0.503809761
Chempack LLC,33286,0.001255405,0.001936108,0,0,0.006884682,0,0,0.503809761
WhitChem Limited,1714,0.000557958,0.007744434,0,0,0.00172117,0,0,0.501178098
STECOPAL STRAT 2004,35780,0.001952853,0.002904163,0,0,0.005163511,0,0,0.501026319
Eradur Sp. z o.o.,23082,0.000976426,0.003872217,0,0,0.005163511,0,0,0.500607716
Diemme Food srl,18740,0.001255405,0.008712488,0,0,0,0,0,0.498394656
SAERTEX multiCom GmbH,18249,0.001255405,0.008712488,0,0,0,0,0,0.498394656
Reena Organics Pvt Ltd,1929,0.0026503,0.003872217,0,0,0.003442341,0,0,0.498242877
Aixmetal SAS,28162,0.001673874,0.004840271,0,0,0.003442341,0,0,0.497824273
Embega SCL,35672,0.000697447,0.005808325,0,0,0.003442341,0,0,0.49740567
Elite Lab,32000,0.001115916,0.001936108,0,0,0.006884682,0,0,0.496835288
"PRODUCTOS QP,SA",27392,0.001115916,0.001936108,0,0,0.006884682,0,0,0.496835288
LEGNO IDEA SRL,29812,0.001115916,0.001936108,0,0,0.006884682,0,0,0.496835288
SAS ORLINE,33838,0.001115916,0.001936108,0,0,0.006884682,0,0,0.496835288
Kamix,32973,0.001115916,0.001936108,0,0,0.006884682,0,0,0.496835288
LIVINGJUMBO INDUSTRY SA,25755,0.001115916,0.001936108,0,0,0.006884682,0,0,0.496835288
Allspares Limited,32087,0.001115916,0.001936108,0,0,0.006884682,0,0,0.496835288
Inserenx OÜ,21865,0.001394895,0.006776379,0,0,0.00172117,0,0,0.494622228
Exun Biocell Pvt Ltd,418,0.000836937,0.003872217,0,0,0.005163511,0,0,0.493633242
Dalan Kimya,36247,0.000836937,0.003872217,0,0,0.005163511,0,0,0.493633242
Michelin Recherche et Technique,33676,0.001534384,0.004840271,0,0,0.003442341,0,0,0.4908498
KBF Enterprises Ltd,35876,0.001534384,0.004840271,0,0,0.003442341,0,0,0.4908498
RS Smelldrive SL,23451,0.001534384,0.004840271,0,0,0.003442341,0,0,0.4908498
capital [ A ] architects ZT-GmbH,21748,0.000557958,0.005808325,0,0,0.003442341,0,0,0.490431197
METLOK PRIVATE LIMITED,8121,0.000557958,0.005808325,0,0,0.003442341,0,0,0.490431197
Youngle GmbH,33857,0.000976426,0.001936108,0,0,0.006884682,0,0,0.489860814
Will & Co,1762,0.000976426,0.001936108,0,0,0.006884682,0,0,0.489860814
NTS SpA,29239,0.000976426,0.001936108,0,0,0.006884682,0,0,0.489860814
Kreglinger Europe NV,24302,0.000976426,0.001936108,0,0,0.006884682,0,0,0.489860814
Premifab d.o.o.,36094,0.000976426,0.001936108,0,0,0.006884682,0,0,0.489860814
Fumi-Hogar S.L.,32254,0.000976426,0.001936108,0,0,0.006884682,0,0,0.489860814
"Productos Paorga, S. L.",18357,0.009764263,0,0,0,0,0,0,0.48821314
MEGARIDE SRL,30432,0.002231831,0.005808325,0,0,0.00172117,0,0,0.488066358
Givaudan India Private Limited,1495,0.001255405,0.006776379,0,0,0.00172117,0,0,0.487647755
Véto-Pharma,32827,0.001673874,0.002904163,0,0,0.005163511,0,0,0.487077372
Narayana Verlag GmbH,33831,0.001673874,0.002904163,0,0,0.005163511,0,0,0.487077372
Rachel Branaghan Research Ltd,1498,0.001673874,0.002904163,0,0,0.005163511,0,0,0.487077372
Inspectorate Antwerp nv,30996,0.001673874,0.002904163,0,0,0.005163511,0,0,0.487077372
Hoice Incorporation,27477,0.000697447,0.003872217,0,0,0.005163511,0,0,0.486658769
DREYMOOR FERTILIZERS OVERSEAS PTE LTD,23155,0.001115916,0,0,0,0.008605852,0,0,0.486088386
Alfa Laval TUmba AB,19515,0.001952853,0.007744434,0,0,0,0,0,0.484864312
Ing. Pratter Robert,19587,0.000976426,0.008712488,0,0,0,0,0,0.484445709
Van De Wiele-rubber,18435,0.000976426,0.008712488,0,0,0,0,0,0.484445709
Cosplayandco sas di Brunero Andrea,27352,0.002371321,0.003872217,0,0,0.003442341,0,0,0.48429393
"Przedsiębiorstwo Usługowe ""AGR"" Adam Grzymała",31673,0.001394895,0.004840271,0,0,0.003442341,0,0,0.483875327
ANTIPIOL RESEARCH SRL,33029,0.001394895,0.004840271,0,0,0.003442341,0,0,0.483875327
CIJ JETINKS INDUSTRY,23546,0.001394895,0.004840271,0,0,0.003442341,0,0,0.483875327
SODDEL,12745,0.001394895,0.004840271,0,0,0.003442341,0,0,0.483875327
LF GmbH & Co. KG,32928,0.000836937,0.001936108,0,0,0.006884682,0,0,0.482886341
Arevipharma GmbH,27708,0.000836937,0.001936108,0,0,0.006884682,0,0,0.482886341
Nanovis GmbH,28159,0.000836937,0.001936108,0,0,0.006884682,0,0,0.482886341
Katincharov & co,30128,0.000836937,0.001936108,0,0,0.006884682,0,0,0.482886341
BODANCHIMICA S.R.L.,24020,0.000836937,0.001936108,0,0,0.006884682,0,0,0.482886341
SoliPharma BV,21860,0.001115916,0.006776379,0,0,0.00172117,0,0,0.480673281
"LLC ""Soytex""",21910,0.001115916,0.006776379,0,0,0.00172117,0,0,0.480673281
AGC Chemicals RUS,30748,0.001534384,0.002904163,0,0,0.005163511,0,0,0.480102899
Smithers-Oasis France,29980,0.001534384,0.002904163,0,0,0.005163511,0,0,0.480102899
Sochima S.r.l.,22903,0.001534384,0.002904163,0,0,0.005163511,0,0,0.480102899
BSG TECH SRL,22398,0.000557958,0.003872217,0,0,0.005163511,0,0,0.479684295
OROSOLV,3242,0.000557958,0.003872217,0,0,0.005163511,0,0,0.479684295
ARSILIA Global Services,23418,0.000976426,0,0,0,0.008605852,0,0,0.479113913
Bkt boğaziçi kimya,17667,0.001813363,0.007744434,0,0,0,0,0,0.477889839
Givaudan,15085,0.000836937,0.008712488,0,0,0,0,0,0.477471236
AGRICECAR,33791,0.001255405,0.004840271,0,0,0.003442341,0,0,0.476900853
Tezkim Tarımsal Kimya Sanayi ve Ticaret A.Ş.,22419,0.001255405,0.004840271,0,0,0.003442341,0,0,0.476900853
Dr. Lohmann Diaclean GmbH,30160,0.001673874,0.000968054,0,0,0.006884682,0,0,0.476330471
GRUPO ZUKER S.A. de C.V.,24705,0.001673874,0.000968054,0,0,0.006884682,0,0,0.476330471
Amitek Infra Private Ltd,34868,0.001673874,0.000968054,0,0,0.006884682,0,0,0.476330471
Innutri AG,35309,0.000697447,0.001936108,0,0,0.006884682,0,0,0.475911867
Interface Polymers,23988,0.000697447,0.001936108,0,0,0.006884682,0,0,0.475911867
ARON UNIVERSAL LTD,7335,0.003905705,0.003872217,0,0,0.00172117,0,0,0.474954618
rewhite-climbing GmbH,28088,0.000976426,0.006776379,0,0,0.00172117,0,0,0.473698808
Paintsystems GmbH,30601,0.001394895,0.002904163,0,0,0.005163511,0,0,0.473128425
Bayer AB,35362,0.001394895,0.002904163,0,0,0.005163511,0,0,0.473128425
Roam Technology NV,25430,0.001394895,0.002904163,0,0,0.005163511,0,0,0.473128425
DMR Group,29690,0.001394895,0.002904163,0,0,0.005163511,0,0,0.473128425
AUSERVIS S.L.,34115,0.000836937,0,0,0,0.008605852,0,0,0.47213944
CHEMINOV,19021,0.001673874,0.007744434,0,0,0,0,0,0.470915366
Delutech d.o.o.,30169,0.001115916,0.004840271,0,0,0.003442341,0,0,0.46992638
Arla Foods,36199,0.001115916,0.004840271,0,0,0.003442341,0,0,0.46992638
BFC,27965,0.001115916,0.004840271,0,0,0.003442341,0,0,0.46992638
Sri Tirumala Handloom Tapes,28347,0.001115916,0.004840271,0,0,0.003442341,0,0,0.46992638
"Fragrance Science, S.L.",28944,0.001115916,0.004840271,0,0,0.003442341,0,0,0.46992638
NAUTIX,7574,0.000557958,0.001936108,0,0,0.006884682,0,0,0.468937394
PLAST4LABS SRL,21674,0.001813363,0.005808325,0,0,0.00172117,0,0,0.467142938
Sabbie di parma srl,23266,0.003208258,0.000968054,0,0,0.005163511,0,0,0.466991159
Savi Cleaning Products Ltd,24827,0.000836937,0.006776379,0,0,0.00172117,0,0,0.466724334
AXOR,29935,0.002231831,0.001936108,0,0,0.005163511,0,0,0.466572555
SAS FEU VERT,33724,0.001255405,0.002904163,0,0,0.005163511,0,0,0.466153952
ISEGA Forschungs- und Untersuchungsgesellschaft mbH,27315,0.001255405,0.002904163,0,0,0.005163511,0,0,0.466153952
GÜZELOĞULLARI LTD.ŞTİ,34204,0.001255405,0.002904163,0,0,0.005163511,0,0,0.466153952
ROLCO BIANIL S.A.,15296,0.001255405,0.002904163,0,0,0.005163511,0,0,0.466153952
Independant Toiletries t/a Poppypac,15498,0.000278979,0.003872217,0,0,0.005163511,0,0,0.465735348
Rudol Fabrik H.Hagemeier e.K.,34477,0.000697447,0,0,0,0.008605852,0,0,0.465164966
Quelaris,20280,0.001534384,0.007744434,0,0,0,0,0,0.463940892
Metallreiniger.de,19039,0.000976426,0.004840271,0,0,0.003442341,0,0,0.462951906
Riflex Film AB,20667,0.000976426,0.004840271,0,0,0.003442341,0,0,0.462951906
DIGBY AND NELSON LTD,27989,0.000976426,0.004840271,0,0,0.003442341,0,0,0.462951906
WasteCare Ltd.,24332,0.001394895,0.000968054,0,0,0.006884682,0,0,0.462381524
Forbo Eurocol BV,25610,0.001394895,0.000968054,0,0,0.006884682,0,0,0.462381524
"R&D Medical Products, Inc.",33034,0.001394895,0.000968054,0,0,0.006884682,0,0,0.462381524
"Huntsman Textile Effects México, S. de R.L. de C.V.",23823,0.000418468,0.001936108,0,0,0.006884682,0,0,0.461962921
Sistemas Integrales Barnizados SA,23152,0.0026503,0.004840271,0,0,0.00172117,0,0,0.460587068
Mitau Prefab,27580,0.001673874,0.005808325,0,0,0.00172117,0,0,0.460168464
Gp Detersivi di Porfidio Giovanni,34100,0.003068768,0.000968054,0,0,0.005163511,0,0,0.460016685
Interchem Ltd,17951,0.000697447,0.006776379,0,0,0.00172117,0,0,0.459749861
Neptune Sonar LTD,18134,0.000697447,0.006776379,0,0,0.00172117,0,0,0.459749861
PPG Aerospace,24531,0.002092342,0.001936108,0,0,0.005163511,0,0,0.459598082
WAVE.Consulting,27378,0.001115916,0.002904163,0,0,0.005163511,0,0,0.459179478
Linova Sas,18692,0.001394895,0.007744434,0,0,0,0,0,0.456966419
PERSTORP CHEMICALS GMBH,17595,0.001394895,0.007744434,0,0,0,0,0,0.456966419
DRIV,18752,0.001394895,0.007744434,0,0,0,0,0,0.456966419
MICROCHEM,16799,0.001394895,0.007744434,0,0,0,0,0,0.456966419
R.T.Communications Ltd.,33657,0.002789789,0.002904163,0,0,0.003442341,0,0,0.45681464
Novaplast Plastik Sanayi Ve Ticaret A.S,11692,0.001813363,0.003872217,0,0,0.003442341,0,0,0.456396036
ZOOTROFES KRITIS S.A,36038,0.001813363,0.003872217,0,0,0.003442341,0,0,0.456396036
dephyte e.K.,32496,0.001813363,0.003872217,0,0,0.003442341,0,0,0.456396036
Hagalis AG,3414,0.000278979,0.001936108,0,0,0.006884682,0,0,0.454988447
Ingralub-Lubrificantes Lda,20094,0.001534384,0.005808325,0,0,0.00172117,0,0,0.453193991
Winn and Coales Denso LTD,33969,0.001952853,0.001936108,0,0,0.005163511,0,0,0.452623608
SOCIETE HUILE SAHARA,32445,0.000976426,0.002904163,0,0,0.005163511,0,0,0.452205005
