Company Name,Company id,Count Page View,Count Search,Count Requests,Count Orders,Count Session Id,Total Order Value In Euro,Monetize Amount,label
fra-ber srl,19876,0.014808606,0.043774319,0.034810127,0,0.041450777,0,0,cluster_1
GAMA TOWER GROUP,20097,0.020536463,0.026264591,0.047468354,0,0.001727116,0,0,cluster_0
Dr. Weipert & Co. Nachf. GmbH,32630,0.053227158,0.107976654,0.006329114,0,0.051813472,0,0,cluster_1
Eurocommerce Bulgaria,31388,0.004889634,0.004863813,0.053797468,0,0.01208981,0,0,cluster_0
Lemetal Com srl,23232,0.022352612,0.069066148,0.03164557,0,0.018998273,0,0,cluster_1
B2Y Ltd,34262,0.030036323,0.045719844,0.012658228,0.016393443,0.034542314,0.004958413,0,cluster_0
STENKIM CHEMICALS,28535,0.022771724,0.046692607,0.025316456,0,0.065630397,0,0,cluster_1
Chester Molecular,24240,0.001676446,0.002918288,0.037974684,0.016393443,0.010362694,0.001919386,0,cluster_0
Koch Chemie GmbH,23916,0.012014529,0.013618677,0.006329114,0.032786885,0.050086356,0.001919386,0,cluster_0
STIL TRAFIK,23645,0.021095278,0.030155642,0.037974684,0,0.032815199,0,0,cluster_0
LTD ASTRA COSMETIC,19205,0.024727578,0.097276265,0.018987342,0,0.037996546,0,0,cluster_1
"HEISEN YOKO CO., LTD",11341,0.106873428,0.034046693,0,0,0.094991364,0,0,cluster_1
ÜCEL BOYA PAZARLAMA SANAYI LTD STI,23810,0.029058396,0.017509728,0.041139241,0,0.02417962,0,0,cluster_0
CroxX GmbH & Co. KG,22550,0.019418832,0.055447471,0.025316456,0,0.058721934,0,0,cluster_1
Imerys SA,23737,0.020396759,0.120622568,0.003164557,0,0.081174439,0,0,cluster_1
Helm AG,26058,0.029617212,0.0807393,0.018987342,0,0.04835924,0,0,cluster_1
SIA Baltink,8391,0.015507125,0.0807393,0.028481013,0,0.02417962,0,0,cluster_1
"Sociedade Portuense de Drogas, S.A.",2014,0.013271864,0.009727626,0.015822785,0.016393443,0.022452504,0.029990403,0,cluster_0
Italian Printing Inks Srl,24550,0.014808606,0.052529183,0.028481013,0,0.051813472,0,0,cluster_1
"BRIKENSA ESPAÑA, S.A.",23743,0.018580609,0.140077821,0,0,0.074265976,0,0,cluster_1
SLR Chemical,32985,0.044984633,0.049610895,0.018987342,0,0.062176166,0,0,cluster_1
ROBOTCHEMIE E. Weischenberg Nachf. GmbH & Co. KG,4741,0.022212909,0.156614786,0,0,0.053540587,0,0,cluster_1
Farmadria DOO,31414,0.037161218,0.115758755,0,0,0.079447323,0,0,cluster_1
HERMES ENERGY & SUPPLIES SA,16919,0.010617491,0.03307393,0.037974684,0,0.03626943,0,0,cluster_0
Schulz & Sohn GmbH Chemie-Erzeugnisse,8909,0.01313216,0.079766537,0.012658228,0,0.088082902,0,0,cluster_1
Omnicol NV,17179,0.020257055,0.05155642,0.022151899,0,0.070811744,0,0,cluster_1
Albar Kimya,29622,0.025845208,0.044747082,0.028481013,0,0.046632124,0,0,cluster_1
Respect Consultancy Limited,30036,0.0328304,0.04766537,0.018987342,0,0.074265976,0,0,cluster_1
ADALAR KİMYA SAN. VE TİC. A.Ş.,33384,0.021793797,0.060311284,0.028481013,0,0.034542314,0,0,cluster_1
Emsa Tecnología Química,24328,0.015088013,0.0807393,0.015822785,0,0.070811744,0,0,cluster_1
CG Chemikalien GmbH & Co. KG,14821,0.01494831,0.090466926,0,0,0.124352332,0,0,cluster_1
CASTELLANO PEINTURES,19996,0.01131601,0.050583658,0.037974684,0,0.015544041,0,0,cluster_0
Greibo Chemie GmbH,10862,0.015088013,0.031128405,0.015822785,0.016393443,0.044905009,0.004465238,0,cluster_0
CONTECH PRODUTOS BIODEGRADAVEIS SA,11048,0.010896899,0.159533074,0.006329114,0,0.032815199,0,0,cluster_1
Intech,21183,0.017742386,0.040856031,0.03164557,0,0.043177893,0,0,cluster_1
Sojitz LLC,18834,0.026823135,0.002918288,0.009493671,0,0.160621762,0,0,cluster_1
Expo Plastik San. Tic. Ltd. Sti,33213,0.022911428,0.062256809,0.015822785,0,0.079447323,0,0,cluster_1
Riverdale Global UK Ltd,32904,0.020117351,0.043774319,0.028481013,0,0.050086356,0,0,cluster_1
Tutum Expert srl,32214,0.02444817,0.083657588,0.022151899,0,0.031088083,0,0,cluster_1
HYUNDAI ENGINEERING & CONSTRUCTION COMPANY LIMITED,23198,0.009360156,0.010700389,0.050632911,0,0.005181347,0,0,cluster_0
FRINICS CHEMICALS LTD,35486,0.028639285,0.069066148,0.009493671,0,0.091537133,0,0,cluster_1
BPC BOYASAN POWDER COATING,24842,0.016345348,0.030155642,0.037974684,0,0.027633851,0,0,cluster_0
Turan boya sanayi ve tic. ltd. şti.,12423,0.001397038,0.008754864,0.034810127,0.016393443,0.010362694,5.46E-05,0,cluster_0
LICEF,21780,0.016485052,0.060311284,0.018987342,0,0.07253886,0,0,cluster_1
Wrimes Cosmetics Ltd,386,0.023051132,0.021400778,0.044303797,0,0.003454231,0,0,cluster_0
Elin Verd SA,20239,0.02263202,0.095330739,0.015822785,0,0.043177893,0,0,cluster_1
CLARIQUÍMICA COMÉRCIO DE PRODUTOS QUÍMICOS LTDA,1181,0.042050852,0.074902724,0,0,0.107081174,0,0,cluster_1
Chemira GmbH,1942,0.02738195,0.101167315,0,0,0.094991364,0,0,cluster_1
PCC ROKITA SA,15464,0.014389494,0.052529183,0.034810127,0,0.017271157,0,0,cluster_0
ÖZEN İPLİK SAN. VE TİC. A.Ş,31565,0.032690696,0.036964981,0.028481013,0,0.039723661,0,0,cluster_1
CLEOPATRE,5564,0.039675887,0.058365759,0.012658228,0,0.074265976,0,0,cluster_1
STERILCO Sp. z o.o.,34289,0.021933501,0.052529183,0.028481013,0,0.034542314,0,0,cluster_1
AGROINDUSTRIAL KIMITEC S.L,32522,0.053785974,0.030155642,0.012658228,0,0.088082902,0,0,cluster_1
KANSAI ALTAN BOYA SANAYI VE TICARET A.S.,24788,0.015646829,0.071011673,0.012658228,0,0.08462867,0,0,cluster_1
Graphite COVA GmbH,24879,0.022212909,0.062256809,0.012658228,0,0.086355786,0,0,cluster_1
spa osmose,16641,0.018301201,0.048638132,0.03164557,0,0.027633851,0,0,cluster_0
HANSI Development Center Germany GmbH,14602,0.010896899,0.015564202,0.025316456,0.016393443,0.027633851,0,0,cluster_0
METKO HÜTTENES ALBERTUS KIMYA SAN VE TIC A.S.,23400,0.020396759,0.119649805,0.006329114,0,0.055267703,0,0,cluster_1
Lysoform Medical LLC,34491,0.03576418,0.056420233,0.022151899,0,0.039723661,0,0,cluster_1
Färgbygge Produktion AB,11841,0.018021794,0.06614786,0.025316456,0,0.034542314,0,0,cluster_1
Newport Industries Ltd,26159,0.009639564,0.052529183,0.006329114,0.016393443,0.025906736,0.020306835,0,cluster_0
Aroma AD,33100,0.028778989,0.076848249,0.018987342,0,0.037996546,0,0,cluster_1
Vitalorchem SRL,19030,0.025984912,0.086575875,0.006329114,0,0.081174439,0,0,cluster_1
Nanokim Kimya,18669,0.059513831,0.131322957,0.006329114,0,0.001727116,0,0,cluster_1
"Lacrilar, Comércio de Artigos de Limpoeza, Lda",25805,0.019558536,0.016536965,0.037974684,0,0.029360967,0,0,cluster_0
Professional hair Labs LTD,11881,0.013830679,0.038910506,0.041139241,0,0,0,0,cluster_0
Carl Roth GmbH & Co. KG,28470,0.027940766,0.11381323,0,0,0.074265976,0,0,cluster_1
MERT KİMYA-NANOWASH,25979,0.027242246,0.037937743,0.022151899,0,0.062176166,0,0,cluster_1
Cinartis GmbH,8801,0.009220453,0.038910506,0.037974684,0,0.015544041,0,0,cluster_0
Colas Artiach,19116,0.010198379,0.056420233,0.009493671,0.016393443,0.044905009,0,0,cluster_1
CleanCorner GmbH,5774,0.011036602,0.041828794,0.034810127,0,0.022452504,0,0,cluster_0
Eagle Chemicals,19151,0.017043867,0.016536965,0.015822785,0.016393443,0.051813472,0,0,cluster_0
Organika,18146,0.011176306,0.030155642,0.037974684,0,0.020725389,0,0,cluster_0
Solvay,17579,0.007823414,0.045719844,0.025316456,0,0.058721934,0,0,cluster_1
ADDICARB,27484,0.029896619,0.151750973,0.003164557,0,0.018998273,0,0,cluster_1
Emulbit sp. z o.o.,18808,0.008242526,0.024319066,0.022151899,0.016393443,0.025906736,0,0,cluster_0
ICMT Chemicals,20755,0.021514389,0.08463035,0.015822785,0,0.043177893,0,0,cluster_1
Kodukosmeetika OY,17230,0.015926236,0.035992218,0.034810127,0,0.020725389,0,0,cluster_0
UAB Sporto Inovacijos,22873,0.015507125,0.034046693,0.028481013,0,0.04835924,0,0,cluster_0
Deniz yapi AS,28343,0.025286393,0.088521401,0.006329114,0,0.07253886,0,0,cluster_1
DUPLAST S.P.A,33579,0.037720034,0.06614786,0.012658228,0,0.056994819,0,0,cluster_1
GSB Wahl GmbH,10123,0.00293378,0,0.03164557,0.016393443,0.013816926,8.22E-04,0,cluster_0
TEKKİM KİMYA SAN. TİC. LTD. ŞTİ,34072,0.022771724,0.065175097,0.018987342,0,0.046632124,0,0,cluster_1
LYUKSUS-S,31646,0.03101425,0.034046693,0.018987342,0,0.069084629,0,0,cluster_1
Vital Minerals,32354,0.016345348,0.023346304,0.034810127,0,0.031088083,0,0,cluster_0
printec GmbH,7030,0.009779268,0.026264591,0.022151899,0.016393443,0.017271157,8.26E-04,0,cluster_0
MULTIBOND Sp. z o.o. Sp.komandytowa,17319,0.013690975,0.040856031,0.012658228,0.016393443,0.03626943,6.21E-04,0,cluster_0
Lecavnieks & Co,23693,0.0036323,0.007782101,0.009493671,0.032786885,0.027633851,3.57E-05,0,cluster_0
Lithcote Europe,16982,0.006146968,0.021400778,0.025316456,0.016393443,0.013816926,0,0,cluster_0
CLiQ Swisstech,24564,0.019977647,0.043774319,0.025316456,0,0.043177893,0,0,cluster_1
GEMOSS SIA,32396,0.016485052,0.003891051,0.044303797,0,0.010362694,0,0,cluster_0
Orkla Care SA,23361,0.015507125,0.078793774,0.015822785,0,0.050086356,0,0,cluster_1
Kempro Kimyasal Mad. ve Dis. Tic. A.S.,4944,0.007404303,0.040856031,0.03164557,0,0.032815199,0,0,cluster_0
Unichimica SPA,25326,0.021793797,0.055447471,0.012658228,0,0.079447323,0,0,cluster_1
Bindur GmbH,19420,0.001955854,0.007782101,0.03164557,0.016393443,0.005181347,0,0,cluster_0
Sanum grupa d.o.o.,33575,0.031153954,0.023346304,0.012658228,0,0.101899827,0,0,cluster_1
Xymertec Limited,24928,0.008661637,0.013618677,0.006329114,0.016393443,0.089810017,0.001966595,0,cluster_1
Molekula ltd.,32680,0.086616373,0.025291829,0.006329114,0,0.069084629,0,0,cluster_1
Dobrof LLC,31302,0.027242246,0.078793774,0.009493671,0,0.062176166,0,0,cluster_1
Ceramicspeed,6509,0.011595418,0.040856031,0.018987342,0.016393443,0.01208981,4.12E-05,0,cluster_0
Todochem,31153,0.024867281,0.075875486,0.009493671,0,0.067357513,0,0,cluster_1
Spraylat International Limited,21103,0.002235261,0.002918288,0.009493671,0.016393443,0.006908463,0.04462572,0,cluster_0
maxit Baustoffwerke GmbH,29064,0.02081587,0.023346304,0.018987342,0,0.08462867,0,0,cluster_1
Alba De Biase & C. S.a.s.,10365,0.012154233,0.025291829,0.015822785,0.016393443,0.037996546,1.07E-05,0,cluster_0
International Chemical Process sarl,33203,0.024587874,0.028210117,0.006329114,0,0.126079447,0,0,cluster_1
Mayeragro Tarim Ltd.Şti,34276,0.007264599,0,0.047468354,0,0.006908463,0,0,cluster_0
ArinkaSoap,30462,0.023889355,0.060311284,0.022151899,0,0.031088083,0,0,cluster_1
KHEME CHEMICAL SL,24052,0.015367421,0.076848249,0.015822785,0,0.04835924,0,0,cluster_1
OBO-Werke GmbH,21179,0.008521934,0.046692607,0.009493671,0.016393443,0.044905009,0,0,cluster_0
EDER - TRADE shpk,2047,0.011595418,0.041828794,0.018987342,0.016393443,0.008635579,6.66E-07,0,cluster_0
R. E R. GROUP S.R.L.,25780,0.033668623,0.034046693,0.025316456,0,0.034542314,0,0,cluster_0
"Optimal Tech Co., Ltd",1021,0.038977368,0.015564202,0,0,0.148531952,0,0,cluster_1
Bir Artı Galvaniz,19365,0.023470243,0.020428016,0.037974684,0,0.006908463,0,0,cluster_0
Quay Pharmaceuticals Ltd.,22007,0.00949986,0.022373541,0.034810127,0,0.031088083,0,0,cluster_0
DOKUZ KİMYA ARGE DIŞ TİC VE SAN LTD ŞTİ,29552,0.021514389,0.037937743,0.015822785,0,0.079447323,0,0,cluster_1
"Guimapapel, Lda.",29882,0.029756915,0.030155642,0.022151899,0,0.053540587,0,0,cluster_1
VIVA PHARMA SRL,34167,0.029896619,0.022373541,0.025316456,0,0.04835924,0,0,cluster_0
Emerell AG,11091,0.013551271,0.08463035,0.009493671,0,0.065630397,0,0,cluster_1
VIATIX,18545,0.015926236,0.032101167,0.037974684,0,0.001727116,0,0,cluster_0
Mercan Kimya,25128,0.015646829,0.067120623,0.006329114,0,0.093264249,0,0,cluster_1
ENVIROPOWER LTD,31670,0.036602403,0.069066148,0.012658228,0,0.044905009,0,0,cluster_1
Seles GmbH,2649,0.025426097,0.055447471,0.022151899,0,0.031088083,0,0,cluster_1
ONUR KIMYA BOYA VE SAN. İNŞ. LTD. ŞTİ.,24100,0.01606594,0.011673152,0.028481013,0,0.058721934,0,0,cluster_0
ACS Advanced Coating Solutions AG,11866,0.011874825,0.012645914,0.009493671,0.032786885,0.005181347,6.82E-04,0,cluster_0
Coryton advanced fuels,9363,0.018021794,0.077821012,0.018987342,0,0.027633851,0,0,cluster_1
Orjala Trade and Consulting OTC Ltd,21365,0.031153954,0.036964981,0.018987342,0,0.055267703,0,0,cluster_1
BARBOT - INDUSTRIA DE TINTAS SA,23771,0.013271864,0.053501946,0.015822785,0,0.069084629,0,0,cluster_1
Voelpker Spezialprodukte GmbH,1607,0.01494831,0.075875486,0.012658228,0,0.056994819,0,0,cluster_1
ISCA FUTURA SOC COOP,32378,0.007544007,0.016536965,0.037974684,0,0.022452504,0,0,cluster_0
Simya Kimya,22646,0.013690975,0,0.037974684,0,0.032815199,0,0,cluster_0
LORI RKF,20666,0.025286393,0.030155642,0.006329114,0,0.117443869,0,0,cluster_1
AprintaPro GmbH,20799,0.012154233,0.024319066,0.015822785,0.016393443,0.032815199,0,0,cluster_0
UNICOL SRL,29627,0.030315731,0.049610895,0.012658228,0,0.067357513,0,0,cluster_1
PCN Materials IKE,31948,0.022771724,0.015564202,0.022151899,0,0.070811744,0,0,cluster_1
Monteagle International (UK) Limited,21947,0.015227717,0.082684825,0.015822785,0,0.03626943,0,0,cluster_1
Itac Limited,22102,0.009080749,0.012645914,0.015822785,0.016393443,0.046632124,8.33E-05,0,cluster_0
HELFE GmbH & Co KG,32826,0.031573065,0.028210117,0.015822785,0,0.074265976,0,0,cluster_1
Flomay Química S. L.,27422,0.018440905,0.041828794,0.018987342,0,0.06044905,0,0,cluster_1
Kaesler,34539,0.026124616,0.01848249,0.028481013,0,0.037996546,0,0,cluster_0
Stampolube,16909,0.018301201,0.073929961,0.012658228,0,0.053540587,0,0,cluster_1
PH Bulktrade ApS,15379,0.019837944,0.070038911,0.015822785,0,0.043177893,0,0,cluster_1
IGET CHIMIE,21095,0.016205644,0.017509728,0.018987342,0,0.086355786,0,0,cluster_1
KURUL GROUP PETROL ÜRÜNLERİ,34159,0.037999441,0.030155642,0.028481013,0,0.013816926,0,0,cluster_0
Bel Chimica Srl,780,0.021793797,0.030155642,0.012658228,0.016393443,0.027633851,0,0,cluster_0
UAB Aromika,31275,0.025845208,0.046692607,0.022151899,0,0.034542314,0,0,cluster_1
Sanochemia GmbH,33590,0.034646549,0.035992218,0.022151899,0,0.03626943,0,0,cluster_0
PLANTAG endüstriyel boya vernik,27735,0.008801341,0.015564202,0.037974684,0,0.018998273,0,0,cluster_0
Assindia Chemie GmbH,8422,0.00656608,0.022373541,0.03164557,0,0.039723661,0,0,cluster_0
ALEX XTRM TECHNOLOGIES,23666,0.006146968,0.004863813,0.006329114,0.032786885,0.027633851,0,0,cluster_0
Colorificio Brandini S.r.l.,19851,0.027940766,0.062256809,0.015822785,0,0.041450777,0,0,cluster_1
Palmer Holland,1353,0.069293099,0.007782101,0,0,0.117443869,0,0,cluster_1
Resino Trykfarver A/S,21099,0.020117351,0.05155642,0.015822785,0,0.058721934,0,0,cluster_1
AKER KIMYA,28018,0.012852752,0.019455253,0.022151899,0,0.07253886,0,0,cluster_1
CLAUDIA CHEMICAL KFT.,31662,0.043168483,0.050583658,0.015822785,0,0.03626943,0,0,cluster_1
Ecochem International NV,1162,0.018440905,0.04766537,0.015822785,0,0.063903282,0,0,cluster_1
Radchem Sp.zo.o. Sp.K.,19271,0.008102822,0.01459144,0.034810127,0,0.031088083,0,0,cluster_0
F/List GMBH,26052,0.018440905,0.036964981,0.015822785,0,0.074265976,0,0,cluster_1
FlyKimya Boya,20454,0.022911428,0.034046693,0.025316456,0,0.034542314,0,0,cluster_0
VanBerkel Consultancy,30736,0.021514389,0.040856031,0.022151899,0,0.041450777,0,0,cluster_0
Agarta Bitkisel Kozmetik,33973,0.011874825,0.041828794,0,0,0.138169257,0,0,cluster_1
Loacker AG,27250,0.013271864,0.144941634,0.003164557,0,0.020725389,0,0,cluster_1
H K WENTWORTH LTD,19778,0.013830679,0.074902724,0.012658228,0,0.051813472,0,0,cluster_1
Align Chemical Ltd,2807,0.015646829,0.016536965,0.028481013,0,0.044905009,0,0,cluster_0
Transfertex GmbH & Co. Thermodruck KG,24097,0.025705504,0.009727626,0.028481013,0,0.041450777,0,0,cluster_0
IMCD,13881,0.049455155,0.004863813,0,0,0.136442142,0,0,cluster_1
DS Color,20705,0.006146968,0.01459144,0.012658228,0.016393443,0.053540587,1.25E-04,0,cluster_0
Adidana SRL,33887,0.028359877,0.043774319,0.006329114,0,0.093264249,0,0,cluster_1
Samtack S.L.,24582,0.006845488,0.023346304,0.015822785,0.016393443,0.029360967,0.001073896,0,cluster_0
Synovelle,11654,0.015088013,0.088521401,0.003164557,0,0.074265976,0,0,cluster_1
JSC Galileo Nanotech,31716,0.017462978,0.058365759,0.012658228,0,0.063903282,0,0,cluster_1
Orthene Chemicals Ltd,35235,0.006705784,0.046692607,0.03164557,0,0.010362694,0,0,cluster_0
DUROPLAST-CHEMIE GmbH,24316,2.79E-04,0,0.028481013,0.016393443,0.003454231,0.003398912,0,cluster_0
Storitve in prodaja Ana Mrak s.p.,32160,0.039536183,0.01848249,0.012658228,0,0.081174439,0,0,cluster_1
REVIMA SOA,22897,0.007124895,0.004863813,0.018987342,0.016393443,0.03626943,0,0,cluster_0
TAGROS CHEMICALS INDIA PVT LTD,1747,0.070410729,0.060311284,0,0,0.058721934,0,0,cluster_1
RECON CHEMICALS MIDDLE EAST FZE,1300,0.066359318,0.0807393,0,0,0.041450777,0,0,cluster_1
ViskoTeepak nv,23338,0.039396479,0.043774319,0.006329114,0,0.079447323,0,0,cluster_1
Kilfrost Ltd,31121,0.022212909,0.057392996,0.015822785,0,0.044905009,0,0,cluster_1
Kartomel DOOEL Bitola,24759,0.007823414,0.020428016,0.03164557,0,0.032815199,0,0,cluster_0
Antico Saponificio Salentino,32787,0.020676167,0.042801556,0.015822785,0,0.06044905,0,0,cluster_1
Green Solutions srl,32523,0.030595138,0.044747082,0.015822785,0,0.04835924,0,0,cluster_1
EUROPA MID UNION,29926,0.014668902,0.121595331,0.003164557,0,0.037996546,0,0,cluster_1
Omya Spa,23494,0.012433641,0.01848249,0.03164557,0,0.029360967,0,0,cluster_0
H.C. Starck Tungsten GmbH,33072,0.02263202,0.0807393,0.012658228,0,0.032815199,0,0,cluster_1
Galena pharma Oy,30987,0.041352333,0.023346304,0.015822785,0,0.058721934,0,0,cluster_1
Barcelonesa De Drogas Y Productos Quimicos,6380,0.018301201,0.115758755,0.003164557,0,0.039723661,0,0,cluster_1
Medico domus,10156,0.01131601,0.016536965,0.034810127,0,0.018998273,0,0,cluster_0
automsource,29598,0.032970103,0.028210117,0.022151899,0,0.03626943,0,0,cluster_0
Evolutics International Pvt. Ltd.,24241,0.020257055,0.03307393,0.015822785,0,0.069084629,0,0,cluster_1
"Fertikey, S.L.",32796,0.022492316,0.049610895,0.006329114,0,0.088082902,0,0,cluster_1
laminazione sottile,15538,0.001676446,0.004863813,0.044303797,0,0.001727116,0,0,cluster_0
Dr.Fisher S.A.S,23355,0.023330539,0.026264591,0.015822785,0,0.07253886,0,0,cluster_1
TISCO doo,16640,0.011595418,0.025291829,0.009493671,0.016393443,0.044905009,0,0,cluster_0
TIBTECH Innovations,24667,0.007963118,0.019455253,0.012658228,0.016393443,0.041450777,0,0,cluster_0
OKALIN Karl Obermayer Farbenerzeugungs GesmbH,19425,0.00656608,0.003891051,0.025316456,0.016393443,0.006908463,0,0,cluster_0
Hitchem Exim,31633,0.023051132,0.069066148,0.012658228,0,0.041450777,0,0,cluster_1
Arlanxeo Deutschland GmbH,741,0.023051132,0.075875486,0.003164557,0,0.07253886,0,0,cluster_1
SINTECNO SINMAST HELLAS,25125,0.002235261,0.006809339,0.041139241,0,0.010362694,0,0,cluster_0
Caldic Italia Srl,18706,0.026683431,0.048638132,0.012658228,0,0.056994819,0,0,cluster_1
Nexchem DOO,25483,0.018301201,0.022373541,0.022151899,0,0.053540587,0,0,cluster_0
ELMIKA DOGRAMANTZI,33875,0.026124616,0.034046693,0.018987342,0,0.046632124,0,0,cluster_0
Camea Sp. z o.o.,20939,0.011595418,0.056420233,0.022151899,0,0.025906736,0,0,cluster_0
RECYL SAS,16814,0.004610226,0.013618677,0.037974684,0,0.01208981,0,0,cluster_0
Fujifilm Belgium NV,3622,0.011455714,0.110894942,0.003164557,0,0.046632124,0,0,cluster_1
"J S Rex Enterprise Co., Ltd.",28963,0.054624197,0.043774319,0,0,0.082901554,0,0,cluster_1
DRAGON,17171,0.001257334,9.73E-04,0.044303797,0,0.001727116,0,0,cluster_0
Esefoglu Altın Kırtasiye İth. İhr. San. Tic. Ltd. Sti,33334,0.021095278,0.040856031,0.018987342,0,0.043177893,0,0,cluster_0
"Ascanio Química, S.A.",29119,0.028918692,0.059338521,0.006329114,0,0.067357513,0,0,cluster_1
S-Group d.o.o.,17384,0.012852752,0.053501946,0.022151899,0,0.025906736,0,0,cluster_0
E. Epple & Co. GmbH,17932,0.011735122,0.0807393,0.009493671,0,0.050086356,0,0,cluster_1
Siegwerk France S.A.S,13700,0.010477787,0.114785992,0,0,0.055267703,0,0,cluster_1
DEKORAL BOYA Kimya Sanayi ve Ticaret A. Ş.,17166,0.002235261,0.009727626,0.041139241,0,0.003454231,0,0,cluster_0
İMECE PLASTİK,31686,0.026823135,0.032101167,0.018987342,0,0.044905009,0,0,cluster_0
Nordmann UK Fine Chemicals,30741,0.015786533,0.044747082,0.018987342,0,0.043177893,0,0,cluster_1
ARCAN GmbH,10054,0.010198379,0.008754864,0.037974684,0,0.008635579,0,0,cluster_0
Textilhanddruckerei Fromholzer,11076,0.023470243,0.024319066,0.009493671,0.016393443,0.027633851,1.05E-04,0,cluster_0
On Limited,33226,0.051411009,0.037937743,0.015822785,0,0.025906736,0,0,cluster_0
Anoma d.o.o.,31442,0.018021794,0.04766537,0.012658228,0,0.062176166,0,0,cluster_1
KSAN SIA,20350,0.004330819,0.004863813,0.037974684,0,0.017271157,0,0,cluster_0
Caldic Iberica SLU,17265,0.016345348,0.074902724,0.012658228,0,0.03626943,0,0,cluster_1
"Company Art Industria, FPE",6070,0.006845488,0.03307393,0.028481013,0,0.02417962,0,0,cluster_0
FSUE «SCTB «Technolog»,34439,0.019837944,0.006809339,0.034810127,0,0.01208981,0,0,cluster_0
HSH Chemie GmbH,1652,0.015088013,0.053501946,0.012658228,0,0.058721934,0,0,cluster_1
Logic Chemie BV,4156,0.01313216,0.028210117,0.028481013,0,0.022452504,0,0,cluster_0
Eplaks Makina Kim.Mad.VE İTH.İHR.LTD.STİ,18748,4.19E-04,0,0.044303797,0,0,0,0,cluster_0
Grimas BV,15691,0.018021794,0.107003891,0.003164557,0,0.039723661,0,0,cluster_1
OWT,5800,0.01606594,0.135214008,0,0,0.025906736,0,0,cluster_1
P&G Technology SRL,30837,0.018580609,0.101167315,0.009493671,0,0.018998273,0,0,cluster_1
IPT CHEM,27566,0.021514389,0.067120623,0.009493671,0,0.050086356,0,0,cluster_1
Zep Italia srl,6566,0.013830679,0.072957198,0.018987342,0,0.013816926,0,0,cluster_0
Alsa Kimya ltd,2233,0.023051132,0.038910506,0.012658228,0,0.063903282,0,0,cluster_1
VIV COLOR srl,14557,0.018161498,0.081712062,0.012658228,0,0.025906736,0,0,cluster_1
Forest Chemical Group,17671,0.018161498,0.053501946,0.015822785,0,0.041450777,0,0,cluster_1
VERTEA SAS,23090,0.006286672,0.119649805,0.009493671,0,0.01208981,0,0,cluster_1
POLEN KİMYA SAN.ve TİC.A.Ş.,18807,0.02444817,0.011673152,0.028481013,0,0.025906736,0,0,cluster_0
European Commercial Product s. r. o.,34942,0.016904163,0.055447471,0.018987342,0,0.027633851,0,0,cluster_0
A.S.Shoe Accessories Pvt Ltd,27450,0.012154233,0.062256809,0.015822785,0,0.037996546,0,0,cluster_1
MARMARA METAL,20802,0.008521934,0.044747082,0.025316456,0,0.020725389,0,0,cluster_0
Materia S.r.l.,31169,0.020536463,0.019455253,0.012658228,0,0.08462867,0,0,cluster_1
Vrbeks doo,24671,0.020257055,0.038910506,0.018987342,0,0.039723661,0,0,cluster_0
IC Development Group LLC,18595,0.010896899,0.04766537,0.022151899,0,0.027633851,0,0,cluster_0
Boytem Boya ve Kimya San. Tic. Ltd. Şti.,18191,0.008801341,0.03307393,0.028481013,0,0.018998273,0,0,cluster_0
recoll international srl,29150,0.025565801,0.034046693,0.015822785,0,0.051813472,0,0,cluster_1
Coral SA,913,0.027801062,0.077821012,0.009493671,0,0.031088083,0,0,cluster_1
Agroferm Ltd.,12609,0.010896899,0.083657588,0.012658228,0,0.029360967,0,0,cluster_1
Metkim Kimyevi Maddeler Ltd.Sti,3108,0.010757195,0.010700389,0.034810127,0,0.013816926,0,0,cluster_0
NBI Consortium Ltd.,28391,0.013690975,0.055447471,0.009493671,0,0.067357513,0,0,cluster_1
"EMILIO PEÑA, S.A.",5617,0.013690975,0.024319066,0.018987342,0,0.06044905,0,0,cluster_0
Legran LCC,26059,0.008102822,0.035019455,0.028481013,0,0.017271157,0,0,cluster_0
Unitec Helmsdorf GmbH,5506,0.006426376,0.020428016,0.009493671,0.016393443,0.031088083,0.006373854,0,cluster_0
Kompozit Akademi,31797,0.017462978,0.049610895,0.018987342,0,0.031088083,0,0,cluster_0
Donaldson Filtration Europe,30045,0.009918972,0.020428016,0.028481013,0,0.029360967,0,0,cluster_0
OMAK EV GERECLERI VE ISITMA SISTEMLER,31057,0.030874546,0.054474708,0.009493671,0,0.050086356,0,0,cluster_1
DieHofstetters OH,35070,0.011455714,0.075875486,0.015822785,0,0.022452504,0,0,cluster_1
"The Branch of Behn Meyer Vietnam Co., Ltd. in Bac Ninh",1434,0.025426097,0.045719844,0,0,0.101899827,0,0,cluster_1
ACB,22334,0.006146968,0.012645914,0.006329114,0.016393443,0.034542314,0.014328748,0,cluster_0
ER-LAC G.D.KOUTLIS S.A,11876,0.012293937,0.003891051,0.034810127,0,0.017271157,0,0,cluster_0
Hilltop Honey Ltd,34154,0.014668902,0.055447471,0.022151899,0,0.013816926,0,0,cluster_0
Nebor Trading S.L.,23218,0.010198379,0.040856031,0.022151899,0,0.032815199,0,0,cluster_0
Asit Ticaret Ltd.,31836,0.023749651,0.08463035,0.009493671,0,0.025906736,0,0,cluster_1
WestWood Kunststofftechnik GmbH,18637,0.010338083,0.055447471,0.015822785,0,0.043177893,0,0,cluster_1
