Company Name,Company id,Count Page View,Count Search,Count Requests,Count Orders,Count Session Id,Total Order Value In Euro,Monetize Amount,label
NG Logistics & Trading services,34523,0.004191115,0.045719844,0,0,0.008635579,0,0,cluster_0
TUNAP GmbH,15018,0.005448449,0.034046693,0,0,0.018998273,0,0,cluster_0
EUROSEA GmbH,27454,0.004889634,0.025291829,0.003164557,0,0.015544041,0,0,cluster_0
CROMATEC PLUS SRL,2522,0.00656608,0.012645914,0.006329114,0,0.013816926,0,0,cluster_0
Makro boya  ve  kimya san.  tic ltd. sti.,15086,0.002514669,0,0.012658228,0,0.005181347,0,0,cluster_0
Alysophil,3718,0.004051411,0.011673152,0.006329114,0,0.017271157,0,0,cluster_0
Sobeltec nv,23342,0.007823414,0.013618677,0.003164557,0,0.02417962,0,0,cluster_0
TLLC Wholesale,15869,0.002794077,0.017509728,0.009493671,0,0,0,0,cluster_0
Allessa GmbH,28279,0.010198379,0.007782101,0.003164557,0,0.027633851,0,0,cluster_0
EKC.AG,33592,0.011455714,0.005836576,0.006329114,0,0.015544041,0,0,cluster_0
Furcella OÜ,17846,0.006286672,0.01848249,0.003164557,0,0.020725389,0,0,cluster_0
SLPC,2225,0.004889634,0.030155642,0.003164557,0,0.010362694,0,0,cluster_0
Always Pure Organics,27653,0.005867561,9.73E-04,0.006329114,0,0.025906736,0,0,cluster_0
Chemical Centre Ltd.,35358,0.008242526,0.035992218,0,0,0.013816926,0,0,cluster_0
MWO GmbH,30196,0.009639564,0.031128405,0,0,0.017271157,0,0,cluster_0
Chemitek,11485,0.002374965,0.010700389,0.009493671,0,0.006908463,0,0,cluster_0
Concentrol,288,0.002794077,0.019455253,0.006329114,0,0.010362694,0,0,cluster_0
Chimiver spa,21034,0.003911707,0.035992218,0.003164557,0,0.005181347,0,0,cluster_0
ACTEGA DS GmbH,9595,0.003213188,0.029182879,0.006329114,0,0,0,0,cluster_0
Erkaya Dis Ticaret A.S.,2126,0.009918972,0.019455253,0.003164557,0,0.015544041,0,0,cluster_0
Sisource AB,35460,0.004470522,0.036964981,0.003164557,0,0.003454231,0,0,cluster_0
Essetiplast GD srl,5559,0.006286672,0.015564202,0.006329114,0,0.010362694,0,0,cluster_0
BAYER Project Consulting Foreign Trade Co. Inc.,15668,0.005169042,0.025291829,0.006329114,0,0.001727116,0,0,cluster_0
IsolBau e.K.,30569,0.005029338,0.028210117,0,0,0.02417962,0,0,cluster_0
ACTIVATEC,6968,0.008102822,0.013618677,0.006329114,0,0.010362694,0,0,cluster_0
Base Materials,21658,0.002654373,0.002918288,0.009493671,0,0.013816926,0,0,cluster_0
Ford,33884,0.008521934,0.035019455,0,0,0.013816926,0,0,cluster_0
Optima Kimyevi,17074,0.005448449,0.046692607,0,0,0.005181347,0,0,cluster_0
PetekaAgrocultura ltd,34335,0.005448449,0.012645914,0.006329114,0,0.013816926,0,0,cluster_0
PME d.o.o. Cerknica,30545,0.005448449,0.019455253,0.006329114,0,0.006908463,0,0,cluster_0
Udem Pharma,21194,0.00293378,0.01848249,0.006329114,0,0.010362694,0,0,cluster_0
"AFFORD INDUSTRIAL, S.L.",28684,0.003911707,0.01459144,0.003164557,0,0.025906736,0,0,cluster_0
JoFert (ELIXER),33919,0.006985191,0.025291829,0.003164557,0,0.01208981,0,0,cluster_0
Raazams Corporation,31127,0.00474993,0.013618677,0.003164557,0,0.025906736,0,0,cluster_0
Johnson controls,22139,0.0036323,0.023346304,0.003164557,0,0.017271157,0,0,cluster_0
GLOBAL CLEAN DISTRIBUTION SRL,32421,0.010338083,0.009727626,0.003164557,0,0.02417962,0,0,cluster_0
Venus srls,21185,0.005867561,0.013618677,0.006329114,0,0.01208981,0,0,cluster_0
Chili Produkt Fűszerkereskedelmi Kft.,33566,0.004889634,0.01459144,0.006329114,0,0.01208981,0,0,cluster_0
"EUPINCA, S.A.",23556,0.001397038,0.001945525,0.009493671,0,0.015544041,0,0,cluster_0
ROTULOS ARGONEON S.L.,33424,0.009918972,0.020428016,0.003164557,0,0.013816926,0,0,cluster_0
SC ANTIBIOTICE SA,17344,0.004330819,0.031128405,0.003164557,0,0.008635579,0,0,cluster_0
AVA Biochem AG,12654,0.003492596,0.030155642,0.003164557,0,0.010362694,0,0,cluster_0
SERTA TEKSTİL ÜRÜNLERİ SAN. VE PAZ. LTD. ŞTİ.,14709,0.003772003,0.009727626,0.009493671,0,0.005181347,0,0,cluster_0
Crafted Spirits,6287,0.003073484,0.002918288,0.012658228,0,0,0,0,cluster_0
Neochimie,21275,0.005169042,0.027237354,0,0,0.02417962,0,0,cluster_0
LAB SOLUTIONS,16901,0.005727857,0.036964981,0,0,0.013816926,0,0,cluster_0
EM Agriton BV,13982,0.002095557,0.007782101,0.009493671,0,0.008635579,0,0,cluster_0
Schweinezucht Lutten GmbH&CO KG,18225,9.78E-04,0.004863813,0.012658228,0,0,0,0,cluster_0
Beckers Group,140,0.002794077,0.008754864,0.009493671,0,0.006908463,0,0,cluster_0
CANPLAST LTD STI,32861,0.008801341,9.73E-04,0.009493671,0,0.008635579,0,0,cluster_0
Kasimir&Lieselotte GmbH,33839,0.007264599,0.011673152,0.006329114,0,0.01208981,0,0,cluster_0
Vita Polymers Poland Sp. z o.o.,31272,0.005308745,0.023346304,0,0,0.027633851,0,0,cluster_0
CPL Aromas Ltd.,19581,0.002514669,0.01459144,0.006329114,0,0.013816926,0,0,cluster_0
Inhibitor Sisak d.o.o.,8040,0.003073484,0.01459144,0.003164557,0,0.025906736,0,0,cluster_0
ALQUERA CIENCIA SL,24257,0.006286672,0.010700389,0.006329114,0,0.013816926,0,0,cluster_0
Viccor Industry,5387,0.002794077,0.010700389,0.006329114,0,0.017271157,0,0,cluster_0
QuakerHoughton,25251,0.005588153,0.011673152,0.003164557,0,0.025906736,0,0,cluster_0
Spot Height Limited,199,0.003213188,0.01459144,0.009493671,0,0,0,0,cluster_0
Direct Food Ingredients,20270,0.002374965,0.029182879,0,0,0.02417962,0,0,cluster_0
Sarl tannerie ain fakroun,2265,0.002794077,0.009727626,0.009493671,0,0.005181347,0,0,cluster_0
Benvic srl,33017,0.003352892,0.009727626,0.006329114,0,0.017271157,0,0,cluster_0
Jost Chemical Poland Sp. z o.o.,30684,0.006286672,0.032101167,0,0,0.017271157,0,0,cluster_0
CJP Chemicals,32922,0.007404303,0.003891051,0.006329114,0,0.018998273,0,0,cluster_0
Norskeskog Golbey,24368,0.002654373,0.040856031,0,0,0.01208981,0,0,cluster_0
Kallas incorporation SA,21036,0.004330819,0.015564202,0.006329114,0,0.010362694,0,0,cluster_0
ATELIER ALCHIMISTIC SRL,31833,0.006286672,0.026264591,0.003164557,0,0.010362694,0,0,cluster_0
Alpha Overseas Ltd,9841,0.004051411,0.004863813,0.009493671,0,0.008635579,0,0,cluster_0
MB Peliunas,23098,0.004610226,0.036964981,0,0,0.013816926,0,0,cluster_0
GO HAIR SRL,5670,0.003492596,0.021400778,0.006329114,0,0.005181347,0,0,cluster_0
Spray color GesmbH & Co. Autria KG,20707,0.004889634,9.73E-04,0.006329114,0,0.02417962,0,0,cluster_0
SYLAC SA,10744,0.003073484,0.010700389,0.009493671,0,0.003454231,0,0,cluster_0
PLASTIKA KRITIS S.A.,15679,0.005588153,0.01848249,0,0,0.031088083,0,0,cluster_0
Techno Control Corporation,32408,0.008941045,0.008754864,0.006329114,0,0.01208981,0,0,cluster_0
CAI Olari,33133,0.007963118,0.009727626,0.006329114,0,0.01208981,0,0,cluster_0
UNICO  POLSKA SP. Z O.O. SP. K,20480,0.002794077,0.041828794,0,0,0.010362694,0,0,cluster_0
Reabrook Ltd,29409,0.005029338,0.003891051,0.006329114,0,0.020725389,0,0,cluster_0
Gefac agricoltura srl,27920,0.002514669,0.005836576,0.009493671,0,0.008635579,0,0,cluster_0
Welhem,29155,0.00838223,0.037937743,0,0,0.008635579,0,0,cluster_0
TIQ SENEGAL,33293,0.005588153,0.026264591,0.003164557,0,0.010362694,0,0,cluster_0
Cetelon Nanotechnik GmbH,9452,0.003911707,0.007782101,0.009493671,0,0.005181347,0,0,cluster_0
Safic-Alcan,947,0.00656608,0.022373541,0,0,0.025906736,0,0,cluster_0
BERDANSAN BOYA KİMYA SAN TİC.TLD.ŞTİ,21467,5.59E-04,0,0.012658228,0,0.003454231,0,0,cluster_0
UTB BV,18464,0.005169042,0.006809339,0.006329114,0,0.017271157,0,0,cluster_0
BikiniBody BV,34105,0.006146968,0.01848249,0.003164557,0,0.017271157,0,0,cluster_0
OSOON Home Ltd,34493,0.005308745,0.020428016,0.006329114,0,0.003454231,0,0,cluster_0
Algol Chemicals AB,6718,0.005867561,0.03307393,0,0,0.015544041,0,0,cluster_0
HC Innovations Ltd,34038,0.004191115,0.005836576,0.006329114,0,0.018998273,0,0,cluster_0
BINNOVA MICROFILTRATION GMBH,32113,0.007963118,0.035992218,0,0,0.010362694,0,0,cluster_0
ChemLab Ltd.,4284,0.003911707,0.020428016,0.003164557,0,0.017271157,0,0,cluster_0
MIO KIMYA DIS TIC LTD STI,15704,0.008521934,0.017509728,0.003164557,0,0.015544041,0,0,cluster_0
TotalEnergies,25161,0.00656608,0.003891051,0.003164557,0,0.031088083,0,0,cluster_0
"INDUSTRIAS QUIMICAS DINTEL, S.L.",31846,0.010757195,0.004863813,0.003164557,0,0.025906736,0,0,cluster_0
Tarmesh Group Kimyasal Ticaret Ltd. Sti.,29669,0.003352892,0.01848249,0.006329114,0,0.006908463,0,0,cluster_0
ASIA PIPEPLAST LLC,24833,0.003352892,0.01848249,0.006329114,0,0.006908463,0,0,cluster_0
DFE Pharma GmbH,34970,0.003772003,0.024319066,0,0,0.025906736,0,0,cluster_0
Konig UK,32206,0.007404303,0.025291829,0.003164557,0,0.008635579,0,0,cluster_0
CHYMIX srl,31706,0.006845488,0.009727626,0.006329114,0,0.01208981,0,0,cluster_0
ML STEVIAHELLAS IKE,34809,0.004610226,0.013618677,0.006329114,0,0.010362694,0,0,cluster_0
M&Y Specialties,31819,0.008521934,0.006809339,0.003164557,0,0.025906736,0,0,cluster_0
Labservice AB,29424,0.006007265,0.034046693,0,0,0.013816926,0,0,cluster_0
SK FOAM SOLUTIONS,19501,0.003213188,0.025291829,0.006329114,0,0,0,0,cluster_0
Tack-Service GmbH,21525,0.002794077,0.013618677,0.006329114,0,0.01208981,0,0,cluster_0
Akap Plastik Ambalaj,25222,0.004051411,0.017509728,0.006329114,0,0.006908463,0,0,cluster_0
Mushlabs GmbH,33960,0.004051411,0.001945525,0.006329114,0,0.022452504,0,0,cluster_0
Cambridge Reagents ltd,34782,0.001257334,0,0.012658228,0,0.001727116,0,0,cluster_0
Material Evolution,23467,0.00474993,0.022373541,0.003164557,0,0.013816926,0,0,cluster_0
Vir Com Em SRL,30023,0.003772003,0.042801556,0,0,0.006908463,0,0,cluster_0
HOMA LLC,20664,0.004610226,0.035019455,0,0,0.013816926,0,0,cluster_0
Weidmann whiteley ltd,20385,0.002794077,0.012645914,0.009493671,0,0,0,0,cluster_0
Caparol Ukraine,15233,0.0036323,0.004863813,0.009493671,0,0.006908463,0,0,cluster_0
PW. Rekord Józef Szwajkowski,18076,0.005169042,0.016536965,0.003164557,0,0.018998273,0,0,cluster_0
Caswell & Company Ltd,2705,9.78E-04,0,0.012658228,0,0.001727116,0,0,cluster_0
Bausch & Lomb Ireland Limited,30344,0.004610226,0.026264591,0,0,0.022452504,0,0,cluster_0
ITW S.r.l.,20569,0.004889634,0.012645914,0.006329114,0,0.010362694,0,0,cluster_0
McCann Chemicals Limited,15822,0.001955854,0.015564202,0.006329114,0,0.010362694,0,0,cluster_0
MARBO ITALIA SPA,30006,0.008242526,0.031128405,0,0,0.013816926,0,0,cluster_0
VAN PUR SPÓŁKA AKCYJNA,29087,0.011874825,0.029182879,0,0,0.01208981,0,0,cluster_0
BIO-SORELIA,32604,0.006845488,0.027237354,0,0,0.018998273,0,0,cluster_0
COVESS NV,30727,0.00474993,0.012645914,0.006329114,0,0.010362694,0,0,cluster_0
BLANCHISSERIE BVPI,31589,0.004191115,0.009727626,0.006329114,0,0.013816926,0,0,cluster_0
Dr. Schumacher GmbH,28771,0.003352892,0.011673152,0,0,0.037996546,0,0,cluster_0
Polymer Mimetics,25669,0.004610226,0.01848249,0.003164557,0,0.017271157,0,0,cluster_0
3D-MATERIALS,263,0.005448449,0.013618677,0.006329114,0,0.008635579,0,0,cluster_0
Chemical Partners Africa,840,0.003213188,0.020428016,0,0,0.029360967,0,0,cluster_0
Ceac AG,4888,0.003352892,0.008754864,0.006329114,0,0.015544041,0,0,cluster_0
AGROQUIMICA CODIAGRO,24353,0.00474993,0.044747082,0,0,0.003454231,0,0,cluster_0
Carbococs Trading SRL,34286,5.59E-04,0,0.012658228,0,0.001727116,0,0,cluster_0
Ikoplast SA,35597,0.011735122,0.035992218,0,0,0.005181347,0,0,cluster_0
Chimcomplex SA Borzesti,4162,0.003213188,0.027237354,0,0,0.022452504,0,0,cluster_0
"Entogenex Europe, Lda",33828,0.005448449,0.004863813,0.006329114,0,0.017271157,0,0,cluster_0
PSP S.L.,11015,0.006007265,0.017509728,0,0,0.029360967,0,0,cluster_0
SurTec International GmbH,33571,0.006705784,0.034046693,0,0,0.01208981,0,0,cluster_0
Aben recycling BV,28474,0.004889634,0.028210117,0.003164557,0,0.006908463,0,0,cluster_0
Etika Powder Coating,15482,2.79E-04,0,0.012658228,0,0.001727116,0,0,cluster_0
UAB Ikarai,22265,0.002794077,0.010700389,0.006329114,0,0.013816926,0,0,cluster_0
LOXIM INDUSTRIES LTD.,3033,0.00949986,0.037937743,0,0,0.005181347,0,0,cluster_0
DYNAMIC SPORTS PRODUCTS SRL,4609,0.0036323,0.015564202,0.003164557,0,0.020725389,0,0,cluster_0
Hitec Lab,34279,0.009639564,0.023346304,0.003164557,0,0.006908463,0,0,cluster_0
Aksa Akrilik Kimya Sanayii A.Ş.,21258,0.002235261,0.01459144,0.006329114,0,0.010362694,0,0,cluster_0
LBBZ GmbH,23923,0.002794077,0.01459144,0.003164557,0,0.022452504,0,0,cluster_0
CREATIV SOL,22049,0.002514669,0.019455253,0.006329114,0,0.005181347,0,0,cluster_0
YILMAZ KİMYA A.Ş,28356,0.005588153,0.027237354,0.003164557,0,0.006908463,0,0,cluster_0
CIMENTAL LTDA,1632,0.014389494,0.022373541,0,0,0.015544041,0,0,cluster_0
Stora Kopparbergs Bergslags AB,23396,0.002235261,0.006809339,0.009493671,0,0.005181347,0,0,cluster_0
Fish Impove,18559,5.59E-04,9.73E-04,0.012658228,0,0,0,0,cluster_0
Alqallaf Pest Control,25218,0.005029338,0.006809339,0.003164557,0,0.027633851,0,0,cluster_0
Recticel,32695,0.003492596,0.017509728,0,0,0.031088083,0,0,cluster_0
"BIO-OILS HUELVA, S.L.U.",30480,0.006286672,0.030155642,0,0,0.015544041,0,0,cluster_0
Solchem GmbH,31532,0.006985191,0.01848249,0.003164557,0,0.013816926,0,0,cluster_0
Nutrochem,21132,0.002235261,0.027237354,0,0,0.022452504,0,0,cluster_0
California Hardcoating Co.,19687,2.79E-04,9.73E-04,0.012658228,0,0,0,0,cluster_0
BNKR (MB Studio),31355,6.99E-04,0.009727626,0.009493671,0,0.003454231,0,0,cluster_0
Global Trade Links,35774,0.004610226,0.015564202,0.003164557,0,0.018998273,0,0,cluster_0
SYCHEM S.A.,17439,0.007124895,0.035992218,0,0,0.008635579,0,0,cluster_0
Beyond Leather Materials ApS,17094,8.38E-04,0,0.012658228,0,0,0,0,cluster_0
DEMIN-SRM GmbH,28219,0.005867561,0.021400778,0,0,0.02417962,0,0,cluster_0
Helbio S.A.,21395,0.003492596,0.011673152,0,0,0.03626943,0,0,cluster_0
ATR Futtermittel GmbH & Co. KG,21989,0.005029338,0.020428016,0,0,0.025906736,0,0,cluster_0
Iberia Bioenergy,21148,0.002374965,0.043774319,0,0,0.005181347,0,0,cluster_0
Castimo Ltd. Şti.,27946,0.002235261,0.011673152,0.006329114,0,0.01208981,0,0,cluster_0
Addisol International LLC,8620,0.003213188,0.035992218,0,0,0.01208981,0,0,cluster_0
MMC International BV,12498,0.004889634,0.023346304,0.003164557,0,0.010362694,0,0,cluster_0
Oerlikon Kaynak Elektrodları ve San. AŞ,24011,0.003073484,0.013618677,0,0,0.034542314,0,0,cluster_0
Regency Organics Ltd,27606,0.002794077,0,0.009493671,0,0.010362694,0,0,cluster_0
Keol,19360,0.003352892,0.028210117,0.003164557,0,0.006908463,0,0,cluster_0
AgroTrade Tarım İlaçları San. ve Tic. Ltd. Şti.,27179,0.002794077,0.016536965,0.003164557,0,0.018998273,0,0,cluster_0
NAP Printers Pvt Ltd,33642,0.003492596,0.004863813,0.006329114,0,0.017271157,0,0,cluster_0
AtlanticApex Unp Lda,32310,0.007264599,0.019455253,0,0,0.02417962,0,0,cluster_0
AS Kimya,31657,0.005588153,0.016536965,0.006329114,0,0.003454231,0,0,cluster_0
Eurogalva,7041,1.40E-04,0,0.012658228,0,0,0,0,cluster_0
LAPEX Endustriyel Urunler San. ve Tic. A.S.,31119,0.00949986,0.020428016,0,0,0.020725389,0,0,cluster_0
SC Glorious Lighting SRL,25787,0.006426376,0.032101167,0,0,0.01208981,0,0,cluster_0
Nalmat,15457,0.003911707,0.031128405,0,0,0.015544041,0,0,cluster_0
Adam International Engineering Materials trading Co.ltd.,25394,0.001257334,0.007782101,0.009493671,0,0.003454231,0,0,cluster_0
TG s.r.l.,32678,0.00474993,0.001945525,0.003164557,0,0.031088083,0,0,cluster_0
Nuno Lemos,26122,0.004330819,0.040856031,0,0,0.005181347,0,0,cluster_0
Heiltropfen Lab. LLP,28903,0.004610226,0.017509728,0.003164557,0,0.015544041,0,0,cluster_0
Elbtal Plastics GmbH,20488,0.002095557,0.010700389,0.006329114,0,0.01208981,0,0,cluster_0
TNL18,8190,0.003352892,0.011673152,0.003164557,0,0.022452504,0,0,cluster_0
Clean Easy M. Hewel Chemie,13983,0.006007265,0.026264591,0.003164557,0,0.005181347,0,0,cluster_0
NL Group,31782,0.00293378,0.010700389,0,0,0.03626943,0,0,cluster_0
Angara Service LLC,35280,0.003911707,0.032101167,0,0,0.013816926,0,0,cluster_0
"WOOJIN COPOLYMER CO.,LTD.",7809,0.022073205,0.008754864,0,0,0.018998273,0,0,cluster_0
Erkut Endüstriyel A.Ş.,23607,0.004191115,0.024319066,0.003164557,0,0.008635579,0,0,cluster_0
Kalkhome VOF,17985,0.002374965,0.011673152,0.006329114,0,0.010362694,0,0,cluster_0
"ANSA POLYMERS LTD.,",28338,0.005029338,0.035992218,0,0,0.008635579,0,0,cluster_0
Gremolith AG,17663,0.004330819,0.003891051,0.009493671,0,0.003454231,0,0,cluster_0
JAKPAT DIFFUSION,25525,0.005448449,0.013618677,0.006329114,0,0.005181347,0,0,cluster_0
HanseGrand Agrar,34619,0.003911707,0.036964981,0,0,0.008635579,0,0,cluster_0
OCENE,1798,0.006286672,0.031128405,0,0,0.01208981,0,0,cluster_0
Kosmetikal srl,32707,0.006985191,0.006809339,0.006329114,0,0.010362694,0,0,cluster_0
Pharmakon AB,31894,0.007264599,0.011673152,0.006329114,0,0.005181347,0,0,cluster_0
Ecofirma International,24581,0.003073484,0.035992218,0,0,0.010362694,0,0,cluster_0
SC VERNICOLOR SA,27475,0.002794077,0.012645914,0.006329114,0,0.008635579,0,0,cluster_0
Kmetija Kreft,34236,0.00474993,0.023346304,0.003164557,0,0.008635579,0,0,cluster_0
NJBushing,20968,0.002374965,9.73E-04,0.006329114,0,0.020725389,0,0,cluster_0
Volzhsky Orgsynthese JSC,22177,0.003911707,0,0.003164557,0,0.032815199,0,0,cluster_0
Therna (KANAT paints & coatings),8510,0.005169042,0.016536965,0,0,0.027633851,0,0,cluster_0
Sydney Chemical Solutions,27797,0.006286672,0.029182879,0,0,0.013816926,0,0,cluster_0
"Greenkeeper Iberia, S.L.",25934,0.006286672,0.029182879,0,0,0.013816926,0,0,cluster_0
Mimaki Europe,33673,0.005727857,0.013618677,0.003164557,0,0.017271157,0,0,cluster_0
Tartu Terminal AS,34488,0.006146968,0.009727626,0.003164557,0,0.020725389,0,0,cluster_0
Beconfident International AB,35602,0.004051411,0.020428016,0.003164557,0,0.01208981,0,0,cluster_0
Elephant Refinery,34040,0.009080749,0.013618677,0.003164557,0,0.013816926,0,0,cluster_0
Chemland,8141,0.003911707,0.026264591,0,0,0.018998273,0,0,cluster_0
VyP Asesores,27866,0.006705784,0.003891051,0.003164557,0,0.025906736,0,0,cluster_0
UNNOX IBERICA S.L.U.,28259,0.00474993,0.034046693,0,0,0.010362694,0,0,cluster_0
BELGAVET,34295,0.003073484,0.040856031,0,0,0.005181347,0,0,cluster_0
Utastile International Trading CO,27226,0.00656608,0.009727626,0,0,0.032815199,0,0,cluster_0
Atex d.o.o. Sarajevo,17149,0.001397038,0.009727626,0.009493671,0,0,0,0,cluster_0
ECOFRIEND RECYCLING SRL,18217,0.004330819,0.044747082,0,0,0,0,0,cluster_0
RENOLIT SE,13966,0.001257334,0.002918288,0.009493671,0,0.006908463,0,0,cluster_0
AVANTOR PERFORMANCE MATERIALS,20309,0.006286672,0.034046693,0,0,0.008635579,0,0,cluster_0
Aerospace reliance,32051,0.001117631,0.002918288,0.009493671,0,0.006908463,0,0,cluster_0
UAB 'Dasta',19518,0.005588153,0.024319066,0,0,0.018998273,0,0,cluster_0
CHRYSO ADITIVOS,30819,0.003492596,0.035019455,0,0,0.010362694,0,0,cluster_0
ITW Imagedata Limited,17177,0.00181615,0.003891051,0.009493671,0,0.005181347,0,0,cluster_0
Cryo Pur,29750,0.008661637,0.006809339,0.003164557,0,0.020725389,0,0,cluster_0
Baubiologisch Gesund Wohnen,27887,0.005727857,0.022373541,0,0,0.020725389,0,0,cluster_0
SAS DIEX,403,0.004610226,0.006809339,0.006329114,0,0.01208981,0,0,cluster_0
pintsur,17909,0.002095557,0.008754864,0.009493671,0,0,0,0,cluster_0
Joanne Marsden Ltd,30803,0.003073484,0.004863813,0.006329114,0,0.015544041,0,0,cluster_0
Centrient Pharmaceuticals,25135,0.005169042,0.013618677,0.003164557,0,0.017271157,0,0,cluster_0
ETH Zürich,22002,0.003073484,0.011673152,0.006329114,0,0.008635579,0,0,cluster_0
SUGRO AG,35382,0.005448449,0.005836576,0.006329114,0,0.01208981,0,0,cluster_0
Akiva Liquideo,6497,0.00293378,0.004863813,0.006329114,0,0.015544041,0,0,cluster_0
HYDROGEO Srl,28306,0.007544007,0.01459144,0.003164557,0,0.013816926,0,0,cluster_0
C. Hasse & Sohn,23033,0.005029338,9.73E-04,0.006329114,0,0.017271157,0,0,cluster_0
AMAR BIOLIFE,20631,0.002514669,0.015564202,0.006329114,0,0.005181347,0,0,cluster_0
Palace Chemicals Ltd,16101,0.005588153,0.010700389,0.006329114,0,0.006908463,0,0,cluster_0
H.G. HAIR GLOSS SRL,34164,0.0036323,0.037937743,0,0,0.006908463,0,0,cluster_0
Commarca SAS,34073,0.006007265,0.003891051,0.003164557,0,0.025906736,0,0,cluster_0
SafeRock AS,10045,0.006845488,0.011673152,0.003164557,0,0.017271157,0,0,cluster_0
Aldar Medikal,33654,0.006286672,0.008754864,0.003164557,0,0.020725389,0,0,cluster_0
EWAG mbH,35416,0.003772003,0.010700389,0.006329114,0,0.008635579,0,0,cluster_0
"DECORPRINT, S.A.",30607,0.003911707,0.027237354,0,0,0.017271157,0,0,cluster_0
Vantaggio FZE,3056,0.002374965,0,0.006329114,0,0.020725389,0,0,cluster_0
SBN Trading Co.,27357,0.002654373,0.004863813,0.006329114,0,0.015544041,0,0,cluster_0
Water Treatment Products Ltd.,82,0.00838223,0.017509728,0,0,0.022452504,0,0,cluster_0
Kontur,16734,0.001536742,0.039883268,0,0,0.006908463,0,0,cluster_0
ITALFOOD DI BALSAMINI,30189,0.007264599,0.027237354,0,0,0.013816926,0,0,cluster_0
mydibel,31584,0.001257334,0.041828794,0,0,0.005181347,0,0,cluster_0
Peter-Lacke U.S.,33194,0.001397038,0.039883268,0,0,0.006908463,0,0,cluster_0
Lamire' Cosmetics GmbH,30700,0.009639564,0.035019455,0,0,0.003454231,0,0,cluster_0
Pascon Agro,34757,0.004191115,0.011673152,0.006329114,0,0.006908463,0,0,cluster_0
Sisa Mosaic Pvt Ltd,34270,0.004191115,0.036964981,0,0,0.006908463,0,0,cluster_0
Blaser Swisslube,28656,0.002654373,0.035019455,0,0,0.010362694,0,0,cluster_0
Nanto Protective Coating Srl,20603,0.001257334,0.008754864,0.009493671,0,0,0,0,cluster_0
Longbloom ip b.v.,10923,0.001955854,0.025291829,0,0,0.020725389,0,0,cluster_0
Isomat d.o.o.,2180,0.003213188,0.013618677,0,0,0.031088083,0,0,cluster_0
Çağdaş Boya ve Kimya San. Ve Tic. A.Ş.,6508,0.002374965,0.005836576,0.009493671,0,0.001727116,0,0,cluster_0
BIO PAK Nutraceuticals Contract Manufacturing Ltd.,28136,0.003492596,0.034046693,0,0,0.010362694,0,0,cluster_0
"J.A. Fibertex Ibérica, S.L.",32068,0.003073484,0.006809339,0,0,0.037996546,0,0,cluster_0
NutraSBio,18681,0.004191115,0.009727626,0.006329114,0,0.008635579,0,0,cluster_0
APLICLOR WATER SOLUTIONS,1494,0.009639564,0.001945525,0,0,0.03626943,0,0,cluster_0
Enva Uk Ltd,1056,0.001536742,0.017509728,0.006329114,0,0.003454231,0,0,cluster_0
VOUREY PLASTIQUE,24237,0.00293378,0.012645914,0.006329114,0,0.006908463,0,0,cluster_0
Enertime,16996,0.004191115,0.013618677,0.003164557,0,0.017271157,0,0,cluster_0
Genta Genel Tarım Paz. A.Ş.,25065,0.005029338,0.021400778,0.003164557,0,0.008635579,0,0,cluster_0
Dhara commercial co,26002,0.005308745,0.038910506,0,0,0.003454231,0,0,cluster_0
Neoflex,6473,0.001257334,0.004863813,0.009493671,0,0.003454231,0,0,cluster_0
Energo-Chem Sp. z o.o.,18674,0.005588153,0.022373541,0.003164557,0,0.006908463,0,0,cluster_0
Christinemor srl,34714,0.007963118,0.029182879,0,0,0.010362694,0,0,cluster_0
izole kiremit,27842,0.005029338,0.019455253,0.003164557,0,0.010362694,0,0,cluster_0
Bonaiti spa,34058,0.010058676,0.012645914,0.003164557,0,0.01208981,0,0,cluster_0
STANNOL GmbH & Co. KG,21386,0.002794077,0.007782101,0.003164557,0,0.02417962,0,0,cluster_0
Scotmas Limited,173,0.002654373,0.010700389,0.006329114,0,0.008635579,0,0,cluster_0
Next Lubricants bv,33570,0.008661637,0.028210117,0,0,0.010362694,0,0,cluster_0
Adikem Sdn Bhd,2652,0.010477787,0.019455253,0,0,0.017271157,0,0,cluster_0
L.A. Hemija,9903,0.0036323,9.73E-04,0.006329114,0,0.017271157,0,0,cluster_0
Duexpim S.L.,28718,0.006146968,0.034046693,0,0,0.006908463,0,0,cluster_0
UAB Analytical Solutions,16470,0.002514669,0.030155642,0.003164557,0,0.001727116,0,0,cluster_0
Profline UAB,35110,0.005588153,0.025291829,0.003164557,0,0.003454231,0,0,cluster_0
ANTOFENOL,24961,0.003213188,0.015564202,0.003164557,0,0.015544041,0,0,cluster_0
Aroma Trading Ltd,31612,0.004470522,0.003891051,0.003164557,0,0.025906736,0,0,cluster_0
Foodsupporters,32014,0.008521934,0.013618677,0.003164557,0,0.01208981,0,0,cluster_0
Scania CV,32639,0.004610226,0.030155642,0,0,0.01208981,0,0,cluster_0
COLTECH,29768,0.005448449,0.022373541,0,0,0.018998273,0,0,cluster_0
Nemr Foam,33626,0.004051411,0.011673152,0,0,0.031088083,0,0,cluster_0
ubceurogroup sl,31132,0.007264599,0.029182879,0,0,0.010362694,0,0,cluster_0
Roni Chemicals SRL,30977,0.00474993,0.002918288,0.006329114,0,0.013816926,0,0,cluster_0
